filename,occ,ch,sev,true,flat_raw,flat_gamma,flat_clahe,flat_stretch,flat_dcp,flat_n1,flat_n2,flat_n3,flat_n4,flat_n6,flat_n8,flat_n12,flat_n16,flat_n24,flat_n32,pred_raw,pred_gamma,pred_clahe,pred_stretch,pred_dcp,pred_n1,pred_n2,pred_n3,pred_n4,pred_n6,pred_n8,pred_n12,pred_n16,pred_n24,pred_n32
01_06_02_01_0043.bmp,0,2,1,14,1.2008,2.4554,3.6714,1.1763,1.4281,1.3309,1.5012,1.8653,2.0785,2.8459,3.4071,4.4772,5.6309,8.1351,9.7557,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0046.bmp,0,2,1,14,2.836,2.6668,15.5151,2.1937,3.4565,2.9095,2.9329,3.0976,3.1404,3.3258,3.9214,5.1314,5.7088,7.372,9.8852,15,13,17,14,14,15,14,14,14,14,14,14,14,14,25
01_06_02_01_0048.bmp,0,2,1,14,2.6325,2.4802,14.4897,2.0439,4.7106,2.6312,2.7712,2.9329,2.8447,3.2731,3.9708,5.6024,5.6397,7.3639,11.3447,14,13,9,14,17,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0050.bmp,0,2,1,14,3.6339,3.239,14.6342,3.6443,4.6325,3.6292,3.6885,3.7173,3.7707,4.2701,4.838,5.7588,6.4845,9.6366,11.1567,17,17,17,14,17,17,17,17,17,14,14,14,14,14,25
01_06_02_01_0057.bmp,0,2,1,14,4.8779,4.917,17.4702,4.6791,5.555,4.9021,4.9996,4.858,5.3652,5.774,5.9653,6.5288,8.0962,10.3047,11.6218,14,17,17,14,17,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0061.bmp,0,2,1,14,4.6946,4.9173,19.2598,3.2553,5.657,4.7053,4.7264,4.6494,4.878,5.6173,5.8499,6.4444,7.9251,9.3686,11.0933,14,17,14,14,17,14,14,14,14,14,14,14,14,14,25
01_06_02_01_0064.bmp,0,2,1,14,4.8435,4.7023,18.2583,4.7834,6.1416,4.7602,4.9415,4.8067,5.0162,5.4201,6.1323,6.8286,7.9941,10.4662,12.9263,14,14,14,14,17,14,14,14,14,14,14,14,14,14,25
01_06_02_01_0065.bmp,0,2,1,14,4.4658,5.1357,18.7176,4.315,5.7036,4.4919,4.5673,4.7599,4.7466,5.0645,5.8963,6.5894,7.7293,10.7315,12.39,14,13,14,14,14,14,14,14,14,14,14,14,14,14,25
01_06_02_01_0069.bmp,0,2,1,14,5.8219,6.1752,20.067,4.6624,7.378,5.867,6.0793,5.8404,6.185,6.4047,6.3291,7.3571,8.4951,10.6312,12.7809,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25
01_06_02_01_0071.bmp,0,2,1,14,6.0062,6.572,20.3528,2.286,7.2109,6.006,6.0563,6.1584,6.0514,6.4783,7.0422,7.6407,8.137,9.7411,12.371,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0072.bmp,0,2,1,14,6.2156,7.3473,17.7914,3.3661,7.6046,6.403,6.3027,6.4686,6.3324,6.8375,6.845,7.9112,8.9489,10.7945,12.0852,14,14,14,25,14,14,14,14,14,14,14,14,14,14,25
01_06_02_01_0073.bmp,0,2,1,14,6.8332,7.8462,19.9682,3.1254,8.0331,6.7776,6.76,6.7714,6.7314,7.0889,7.4709,8.375,8.4923,10.6738,12.5093,14,14,14,25,14,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0076.bmp,0,2,1,14,7.402,7.9022,16.7535,3.503,8.7836,7.4938,7.4003,7.3548,7.1453,7.9103,7.4524,8.5803,9.6485,10.6614,12.4353,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0077.bmp,0,2,1,14,8.2176,8.666,15.7967,3.7074,9.3059,8.1746,8.304,8.1443,8.2813,8.5359,8.4835,10.2522,10.0523,11.6019,13.3232,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25
01_06_02_01_0078.bmp,0,2,1,14,8.622,8.5622,16.6741,4.1818,10.1717,8.7991,8.6787,8.5767,8.616,8.9271,8.9952,9.7029,10.0946,11.4438,12.819,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0080.bmp,0,2,1,14,7.3797,9.2145,14.8618,2.8895,7.6486,7.4104,7.3598,7.6788,7.5222,7.6942,7.5987,8.0634,9.3885,11.1446,12.852,14,14,14,25,14,14,14,14,14,14,14,14,14,14,24
01_06_02_01_0082.bmp,0,2,1,14,6.8953,9.1851,12.8999,3.2112,8.0568,6.9028,7.0239,7.011,7.1115,7.6027,7.7839,8.423,9.2413,10.466,12.0285,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_02_01_0083.bmp,0,2,1,14,8.3465,10.6604,13.745,3.8053,8.6984,8.4147,8.1883,8.2287,8.3656,8.4989,8.2809,9.3721,9.0189,10.68,12.6239,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_11_02_01_0001.bmp,0,2,1,12,2.1956,1.5529,13.9194,3.235,3.9464,2.1739,2.2026,2.1688,2.3943,2.9141,3.6437,4.653,4.1689,7.643,8.7564,15,15,0,15,17,15,15,17,13,13,13,12,12,0,12
01_11_02_01_0005.bmp,0,2,1,12,2.0,1.4123,10.3299,2.9295,3.2955,2.0743,2.2204,2.0996,2.6325,3.2066,2.692,4.0117,6.0901,7.7183,8.4705,15,15,16,15,16,15,15,15,15,13,13,12,13,12,12
01_11_02_01_0009.bmp,0,2,1,12,2.1515,1.4123,13.3337,3.1635,3.0532,2.0332,2.1585,2.0867,2.3681,2.7524,3.1651,4.3137,5.554,7.7538,8.6687,15,15,16,15,15,15,31,31,15,31,13,12,12,12,12
01_11_02_01_0015.bmp,0,2,1,12,2.425,1.7207,13.6078,3.5902,3.7003,2.3692,2.6032,2.6081,2.8592,2.8612,3.5826,4.3933,6.0241,7.4986,9.793,15,15,16,15,13,15,15,15,15,15,13,13,12,41,12
01_11_02_01_0017.bmp,0,2,1,12,2.8296,1.9461,14.5637,4.1793,5.2541,2.7647,3.1441,3.0035,3.3296,3.2491,3.8831,4.9101,6.6276,7.6738,8.5955,15,15,16,15,13,15,15,15,15,13,12,12,12,12,12
01_11_02_01_0018.bmp,0,2,1,12,2.5847,1.8375,14.8977,3.8634,3.942,2.6083,2.5997,2.7845,2.9884,3.4283,3.6779,4.2896,6.2712,8.0098,11.3071,15,15,42,15,15,15,15,15,15,13,13,12,12,12,23
01_11_02_01_0021.bmp,0,2,1,12,3.3184,2.2827,14.9219,4.9174,6.7787,3.3713,3.3299,3.758,3.6907,4.2134,3.8142,5.4002,6.723,9.2231,10.7162,32,31,11,32,40,32,32,32,32,32,32,32,12,25,25
01_11_02_01_0026.bmp,0,2,1,12,3.3035,2.7685,17.7538,4.9797,4.9283,3.4733,3.3502,3.5433,3.6067,4.4456,4.6061,5.7424,6.4463,8.915,11.162,15,13,11,15,15,15,15,15,15,10,12,12,12,25,25
01_11_02_01_0028.bmp,0,2,1,12,4.0742,3.2891,18.6166,6.154,5.905,4.0577,4.1911,4.5406,4.336,4.8034,5.3807,6.1865,6.7336,10.1356,11.9698,15,13,16,15,15,15,15,13,13,13,13,13,13,12,12
01_11_02_01_0029.bmp,0,2,1,12,4.7861,3.3175,19.1087,7.184,6.478,4.7364,4.7562,4.8472,5.1094,4.7964,5.8913,6.2266,7.6635,9.225,10.8043,13,13,11,15,15,13,13,13,13,13,13,25,11,25,24
01_11_02_01_0035.bmp,0,2,1,12,6.3452,5.2573,25.3397,9.3967,8.0213,6.4174,6.439,6.4236,6.3402,6.8674,6.7452,7.6288,8.6727,10.1058,13.5391,15,13,0,15,15,15,15,17,17,13,17,18,18,18,13
01_11_02_01_0036.bmp,0,2,1,12,5.2429,5.1691,25.105,7.5597,6.2881,5.2201,5.2513,5.488,5.7476,5.9694,6.3546,8.103,9.1703,12.2913,16.189,15,0,0,15,15,15,15,18,18,18,18,18,1,0,13
01_11_02_01_0038.bmp,0,2,1,12,7.7388,6.6701,24.0683,11.2505,9.8259,7.7336,7.7893,7.7932,8.1609,7.9684,8.0961,8.7927,9.8704,11.3694,13.7064,1,13,1,15,15,1,1,1,1,1,1,1,1,18,1
01_11_02_01_0039.bmp,0,2,1,12,8.2536,7.1295,24.4898,11.7448,10.0754,8.2274,8.1795,8.3581,8.2918,8.522,8.4045,9.4072,9.6877,11.8839,13.0145,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1
01_11_02_01_0040.bmp,0,2,1,12,8.832,7.2363,26.8522,12.8138,11.4353,8.8803,8.886,8.9124,9.1399,9.0937,9.4976,9.9813,10.3807,11.8822,14.0106,15,13,1,15,15,15,15,15,15,1,15,1,1,13,13
01_11_02_01_0045.bmp,0,2,1,12,5.2809,5.2883,20.724,6.9201,6.3247,5.3277,5.2496,5.5935,5.6691,6.1452,6.2069,7.1044,7.7974,11.4201,12.6718,15,15,42,7,7,15,15,32,32,7,7,1,1,1,1
01_11_02_01_0052.bmp,0,2,1,12,3.5781,3.4551,18.042,4.6416,5.1999,3.6024,3.6901,3.8392,3.9101,4.4413,5.0975,6.3379,7.2538,9.9421,12.272,32,8,32,15,32,32,32,32,32,32,32,32,32,19,19
01_11_02_01_0054.bmp,0,2,1,12,3.8794,3.5891,14.9644,5.3508,7.3663,3.8956,4.0645,4.1216,4.2521,4.802,5.3021,6.029,7.1881,9.9625,11.605,32,8,32,26,26,32,32,32,32,32,32,32,32,19,19
01_11_02_01_0058.bmp,0,2,1,12,3.8893,4.0893,17.2412,4.9752,4.9713,3.827,3.9733,4.0439,4.3757,4.6335,5.445,6.1403,7.4208,9.3715,12.5111,32,24,2,26,32,32,32,32,32,32,32,32,32,23,13
01_11_02_01_0059.bmp,0,2,1,12,4.2357,4.333,17.0757,5.1876,5.2988,4.212,4.2257,4.3892,4.4026,4.8422,5.2753,5.8333,7.2955,9.977,12.6353,32,8,19,26,26,32,32,32,32,32,32,32,32,23,23
01_11_02_01_0060.bmp,0,2,1,12,3.7805,4.1295,15.8654,4.7435,4.7261,3.8545,3.8828,4.1527,4.2529,4.5515,5.165,6.027,8.049,9.9516,12.3012,32,8,32,26,26,32,32,32,32,32,32,32,32,23,23
01_11_02_01_0061.bmp,0,2,1,12,3.7327,3.9453,15.7932,4.3877,4.1611,3.7479,3.9501,3.9367,4.214,4.4467,4.8159,6.3201,7.2029,10.1793,12.5015,32,8,19,26,26,32,32,32,32,32,32,32,32,19,23
01_11_02_01_0062.bmp,0,2,1,12,3.6128,3.627,14.7035,4.4145,4.5617,3.6794,3.765,3.9186,4.0159,4.2165,4.9888,5.9078,7.3524,9.6757,12.5981,32,24,32,26,26,32,32,32,32,32,32,32,32,19,23
01_11_02_01_0064.bmp,0,2,1,12,4.5748,4.442,16.6252,5.8229,6.0404,4.6607,4.76,4.6995,4.8681,5.1748,6.071,7.088,8.1328,10.1186,12.7868,32,24,19,26,32,32,32,32,32,32,32,32,13,23,23
01_11_02_01_0066.bmp,0,2,1,12,4.3854,4.6943,15.5034,5.2025,6.0975,4.5295,4.4118,4.7295,4.4811,5.1007,5.5359,6.539,8.1448,10.3264,12.4104,32,32,2,26,26,32,32,32,32,32,32,32,2,13,23
01_11_02_01_0069.bmp,0,2,1,12,4.0743,4.5251,11.3806,3.734,5.1446,4.0968,4.1692,4.2596,4.4546,4.603,4.9065,6.4306,7.4233,9.9753,12.3796,32,24,2,26,13,32,32,32,32,32,32,23,2,23,23
01_11_02_01_0071.bmp,0,2,1,12,3.9026,4.4741,11.1043,3.9669,4.3173,4.0541,4.094,4.3296,4.3077,4.8327,5.5006,6.2597,7.4359,9.601,11.5091,32,32,2,13,32,32,32,32,32,32,32,13,13,13,23
01_11_02_01_0073.bmp,0,2,1,12,4.0325,4.6488,11.5772,3.7284,5.8482,4.119,4.0884,4.2549,4.3907,4.6235,4.9703,5.8311,7.16,9.963,11.4193,32,32,2,23,8,32,32,32,32,32,2,13,23,2,23
01_12_02_01_0002.bmp,0,2,1,17,3.5614,4.3388,15.652,2.2448,4.3493,3.5975,3.6787,3.8159,3.8996,4.0461,4.7088,5.8097,7.0665,7.9098,11.4406,17,17,14,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0002.bmp,1,2,1,17,0.8622,0.7751,11.8506,1.2766,1.6369,0.9395,1.1228,1.2073,1.2962,1.7968,2.4335,2.6536,4.2056,5.0845,6.9771,15,31,0,29,13,15,15,15,29,12,12,12,12,28,13
01_12_02_01_0003.bmp,0,2,1,17,3.7325,4.5915,14.1279,3.0784,5.3746,3.8271,4.0003,3.9353,4.2181,4.4506,4.6129,5.6239,6.6892,8.7633,10.2441,17,17,17,17,17,17,17,17,17,17,17,17,17,14,26
01_12_02_01_0005.bmp,0,2,1,17,3.2004,3.8846,15.0453,2.5528,3.3586,3.29,3.1938,3.313,3.5155,3.9967,4.4543,5.8692,5.7503,7.5467,10.1413,17,13,17,17,17,17,17,17,17,17,17,17,17,17,13
01_12_02_01_0006.bmp,0,2,1,17,3.291,4.0608,13.3115,2.3586,5.7696,3.2673,3.3275,3.327,3.6142,4.0537,4.6802,5.2561,5.7226,7.699,9.6042,17,13,41,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0009.bmp,1,2,1,17,0.9378,0.8489,13.2245,1.3606,1.5698,1.0419,1.1661,1.096,1.4422,1.7696,2.2588,2.8043,3.437,4.4305,6.3958,29,31,0,29,14,29,29,12,29,29,12,29,12,14,23
01_12_02_01_0015.bmp,0,2,1,17,4.099,4.7357,13.9343,2.4935,5.1262,4.0497,4.0702,4.1617,4.1857,4.5237,4.74,5.859,5.8497,9.2847,11.2667,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0016.bmp,0,2,1,17,4.1615,4.7713,15.0452,2.5381,4.7954,4.2127,4.231,4.3383,4.3641,4.5436,5.0917,5.5745,7.0817,8.2298,11.2241,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0017.bmp,0,2,1,17,3.937,4.8518,14.4186,3.0557,4.9607,3.9803,4.1074,4.2312,4.1764,4.4721,5.2618,5.5802,7.0449,8.4681,9.7721,17,17,17,17,17,17,17,17,17,17,17,17,17,26,14
01_12_02_01_0017.bmp,1,2,1,17,0.7552,0.6736,11.1619,1.0716,1.3867,0.7781,0.8256,1.265,1.2615,1.4525,1.6872,3.1528,2.9098,3.6208,6.376,29,31,0,29,14,29,29,29,29,29,29,12,12,12,26
01_12_02_01_0019.bmp,1,2,1,17,0.8017,0.7151,13.1367,1.1777,1.8659,0.7829,1.0561,1.0857,1.4905,1.2452,2.1332,2.5983,3.2941,5.0255,6.5088,1,36,25,5,1,1,1,12,1,12,12,1,12,28,25
01_12_02_01_0020.bmp,0,2,1,17,4.1005,5.8405,14.6695,1.4258,4.9888,4.1639,4.2181,4.4506,4.5591,4.709,5.3352,6.0533,7.09,7.9386,9.9513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14
01_12_02_01_0020.bmp,1,2,1,17,0.9933,0.8653,13.4596,1.4999,1.9847,1.0758,1.0649,1.2449,1.5079,1.878,2.1991,2.8162,3.6684,4.5772,5.7894,1,36,0,14,14,1,1,1,1,1,1,12,9,1,28
01_12_02_01_0026.bmp,0,2,1,17,4.3101,6.1126,15.9177,1.9112,4.7162,4.4165,4.433,4.4201,4.4506,4.8515,5.0256,5.9656,6.7163,9.423,10.7631,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14
01_12_02_01_0027.bmp,1,2,1,17,0.9345,0.7978,12.8444,1.2289,1.8182,0.9115,1.0952,1.203,1.5015,1.8221,2.1463,2.8701,3.2002,4.4461,5.8492,29,0,9,5,14,29,29,29,29,29,29,29,1,1,13
01_12_02_01_0030.bmp,0,2,1,17,1.7286,2.1867,7.1329,1.0385,1.9632,1.752,1.9215,2.1026,2.4354,3.1658,3.536,5.2161,6.5382,8.4059,11.5052,8,13,17,8,8,8,8,8,8,8,8,26,8,14,13
01_12_02_01_0031.bmp,1,2,1,17,0.9836,0.9153,10.7699,1.3549,2.1373,1.0686,1.0344,1.2109,1.5972,2.0401,2.0108,2.7991,3.9581,4.7858,6.2443,1,36,25,5,14,1,1,1,1,1,1,12,14,14,12
01_12_02_01_0032.bmp,1,2,1,17,0.6751,0.6546,9.6818,1.0033,1.5619,0.7482,1.0058,1.102,1.3821,1.8952,2.2928,2.5889,4.0179,5.8377,5.9191,1,36,13,5,14,1,1,12,1,29,1,1,14,12,28
01_12_02_01_0033.bmp,0,2,1,17,1.5835,2.3123,7.8332,0.933,2.0031,1.5772,1.8174,2.137,2.498,3.1688,3.9321,5.4208,6.5601,9.5353,11.9788,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0034.bmp,0,2,1,17,1.1009,1.7382,5.1009,0.8145,1.054,1.2172,1.3457,1.5256,1.8666,2.7256,3.2533,4.4694,5.7257,8.1053,9.6014,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0034.bmp,1,2,1,17,0.7362,0.6851,12.5788,1.0494,1.7834,0.856,0.8435,1.0198,1.4783,1.5812,1.8102,3.0466,3.6466,4.4395,6.1559,29,36,9,29,25,29,29,1,29,1,12,1,1,28,1
01_12_02_01_0035.bmp,1,2,1,17,0.7532,0.6613,13.9517,0.9873,1.5969,0.8955,0.8648,1.1202,1.4495,1.8329,1.9346,2.9191,2.9483,4.4164,6.6835,29,36,17,29,25,29,29,29,29,29,12,29,14,12,7
01_12_02_01_0036.bmp,1,2,1,17,0.8,0.7487,12.1156,1.1518,1.9828,0.7108,0.9807,1.1134,1.4014,1.9218,2.0374,2.9543,3.8423,5.4981,6.7096,1,36,0,5,14,12,29,1,1,29,1,9,1,23,26
01_12_02_01_0037.bmp,1,2,1,17,0.8485,0.8053,11.5539,1.2611,2.2213,0.8889,0.9867,1.2143,1.1487,1.7177,1.8708,2.6387,3.1361,4.7833,6.3623,1,36,0,5,14,1,1,12,1,1,1,1,12,12,12
01_12_02_01_0040.bmp,0,2,1,17,0.794,1.2295,2.6821,0.5571,0.9608,0.8485,1.0384,1.4294,1.841,2.569,3.2385,4.6839,5.8776,8.2628,9.7244,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0040.bmp,1,2,1,17,0.8256,0.8418,10.8364,1.2989,1.8861,0.9814,1.1133,1.4156,1.4488,1.495,2.2823,3.4394,3.3164,4.3854,6.5748,1,36,0,5,14,1,1,1,1,1,1,1,1,1,28
01_12_02_01_0041.bmp,0,2,1,17,0.7869,1.2633,2.8969,0.6645,1.1762,0.889,1.1839,1.5011,2.0504,2.8744,3.4503,5.1276,6.3325,8.0037,10.4593,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0041.bmp,1,2,1,17,0.8,0.7844,12.3436,1.2116,1.8364,0.8171,1.118,1.4737,1.4859,1.9985,1.9408,2.6446,3.9898,5.0913,6.5446,15,0,0,5,14,15,15,15,15,1,1,1,12,14,28
01_12_02_01_0042.bmp,0,2,1,17,0.4964,0.9071,2.2051,0.4918,1.0264,0.7572,1.04,1.4221,1.7039,2.6149,3.3133,4.282,5.3826,7.2602,9.1401,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0043.bmp,1,2,1,17,0.9417,0.797,12.3661,1.3267,1.6135,1.0252,1.1591,1.2418,1.5835,1.697,2.2861,2.6782,2.9791,5.1101,6.7935,1,36,17,14,18,1,1,1,1,1,1,1,1,14,1
01_12_02_01_0047.bmp,0,2,1,17,1.0534,1.0124,9.9184,1.6689,2.2848,1.1061,1.1342,1.3833,1.5274,1.8973,2.2545,3.1728,3.8492,5.7992,6.887,1,36,13,5,17,1,1,1,1,1,1,1,12,1,14
01_12_02_01_0052.bmp,0,2,1,17,1.4449,1.2052,12.155,2.1097,0.0563,1.3469,1.4855,1.6754,1.651,2.0154,2.7644,3.4482,4.196,5.7448,6.772,15,36,13,15,13,15,15,15,15,15,15,13,13,14,25
01_12_02_01_0054.bmp,0,2,1,17,1.6526,1.3955,11.1625,2.4644,2.7859,1.6941,1.7108,1.9225,1.938,2.1911,2.3923,2.5307,4.516,5.2566,7.423,15,36,13,5,17,15,36,36,36,12,12,12,12,1,13
01_12_02_01_0058.bmp,0,2,1,17,3.4867,3.174,13.4197,5.1586,4.857,3.2753,3.4686,3.5581,3.7512,3.7406,4.4616,5.6304,5.9589,8.5882,10.6377,17,0,17,17,14,17,17,17,17,17,17,0,14,14,25
01_12_02_01_0068.bmp,0,2,1,17,3.6824,3.2833,16.0997,5.4171,5.5877,3.6419,3.7858,3.7637,3.9225,4.2824,4.8142,5.9018,6.399,9.2635,13.4064,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0074.bmp,0,2,1,17,4.1149,3.4811,16.5299,5.4798,10.0384,4.1012,4.2422,4.0983,4.3294,4.6279,4.7121,6.2132,7.1286,9.5839,11.9821,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0076.bmp,0,2,1,17,4.4397,3.7737,15.4719,6.264,9.3076,4.3938,4.2295,4.483,4.5384,5.1128,5.1152,6.5962,7.135,10.0302,11.6986,17,17,14,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0077.bmp,0,2,1,17,3.962,3.7926,15.6451,5.5717,10.1306,3.9078,4.4115,4.4073,4.4366,4.5849,5.3026,6.5977,7.2909,9.1252,12.4611,17,17,14,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0080.bmp,0,2,1,17,2.2061,1.8108,17.2569,3.293,3.1181,2.2262,2.3777,2.4338,2.9225,3.8698,4.1772,5.7912,7.127,10.3076,11.8418,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0083.bmp,0,2,1,17,2.0128,1.671,16.0732,3.0036,4.1532,2.1005,2.13,2.5987,2.7171,3.4933,3.7375,5.2038,6.9078,9.6978,12.8028,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14
01_12_02_01_0086.bmp,0,2,1,17,1.6468,1.4425,16.6802,2.6068,3.052,1.6979,1.869,2.2154,2.2325,2.9914,3.7694,5.3753,6.6922,9.6471,11.3821,17,17,17,17,17,17,17,17,17,17,17,17,17,26,14
01_12_02_01_0089.bmp,0,2,1,17,3.7684,3.078,18.3525,4.6579,4.9246,3.8356,3.9213,3.9412,4.2347,4.9205,5.6333,6.3885,7.4885,9.863,13.3587,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0090.bmp,0,2,1,17,3.2214,2.853,16.2455,3.7197,4.579,3.2291,3.1886,3.2775,3.7362,4.2659,4.4294,5.911,7.5225,9.7217,12.1866,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0092.bmp,0,2,1,17,5.9139,5.7349,19.065,7.9039,7.7383,5.8909,6.1116,6.4839,6.2798,6.2896,6.3418,7.607,8.6182,10.7132,12.9721,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14
01_12_02_01_0106.bmp,0,2,1,17,6.9955,7.1881,18.4175,3.6284,7.3674,6.9398,7.0143,7.0421,7.1287,7.666,7.786,8.5268,10.3672,11.7838,15.9717,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0111.bmp,0,2,1,17,3.035,4.7119,14.0564,1.8535,3.4367,2.9968,3.0867,3.2233,3.523,4.0821,4.6519,5.9413,6.3038,9.7709,11.6994,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14
01_12_02_01_0112.bmp,0,2,1,17,3.0255,5.3785,15.939,2.3923,3.8572,3.1382,3.2266,3.7473,3.5322,3.9437,4.5874,6.1477,7.157,9.843,12.3645,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
01_13_02_01_0001.bmp,0,2,1,13,4.3873,2.6665,14.2718,5.3632,6.4684,4.2317,4.1782,4.4027,4.0598,4.5967,4.9316,6.0484,5.8668,5.6091,7.645,12,12,11,12,13,12,12,12,12,12,13,12,13,12,25
01_13_02_01_0001.bmp,1,2,1,13,4.2201,2.2111,15.949,0.0,3.3349,4.4099,4.1232,4.3733,4.298,4.4438,4.4156,4.8664,5.8682,7.3355,7.7534,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0004.bmp,1,2,1,13,4.9649,2.5767,13.5131,0.0,4.0138,4.9042,4.9377,4.7859,4.8951,4.6902,5.255,5.5508,5.7281,6.1784,10.5637,13,13,13,13,13,13,13,13,13,13,13,13,13,13,25
01_13_02_01_0007.bmp,0,2,1,13,4.0592,2.7599,13.9471,5.7923,6.2303,4.0504,4.1835,4.0117,4.4855,4.845,4.375,5.3685,5.1013,5.9298,9.0806,12,12,11,13,32,12,32,12,13,13,12,13,13,13,40
01_13_02_01_0007.bmp,1,2,1,13,6.4408,3.3658,15.7253,0.1875,11.0385,6.3749,6.5753,6.1834,6.795,6.6853,6.8278,6.884,6.9531,8.433,10.9784,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0009.bmp,0,2,1,13,3.8141,2.6496,12.8317,5.5259,5.7652,3.7534,3.9229,3.7916,3.8647,4.4137,4.6645,4.8527,5.828,6.4369,8.3972,12,12,11,12,32,12,12,12,12,12,13,13,13,13,34
01_13_02_01_0009.bmp,1,2,1,13,6.982,3.6877,16.3161,0.4052,11.588,6.8631,7.0798,6.8626,7.253,7.2381,7.1377,7.2094,7.1355,9.0302,10.392,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0010.bmp,0,2,1,13,3.6225,2.4691,12.2914,5.2825,5.8042,3.5022,3.5889,3.6457,4.1114,4.1701,4.2996,4.7215,6.0263,7.1334,8.4641,12,12,11,13,13,12,12,12,13,13,13,13,13,38,34
01_13_02_01_0017.bmp,1,2,1,13,7.8048,4.187,18.1078,0.7043,9.6973,7.8701,7.6591,7.9119,8.1405,7.9919,8.2838,8.4495,8.5332,9.1502,10.0538,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0019.bmp,1,2,1,13,8.242,4.3901,17.8839,1.5432,10.2726,8.2673,8.1632,8.1552,8.445,8.7482,8.8028,8.2164,9.0109,9.0332,9.594,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0021.bmp,0,2,1,13,4.112,2.7444,11.6783,6.2344,6.5116,4.214,4.3813,4.1642,4.4616,4.244,4.5966,4.9872,4.8743,6.7083,8.1136,13,12,11,13,32,13,13,13,13,13,13,13,12,13,13
01_13_02_01_0023.bmp,1,2,1,13,7.5736,3.9031,18.7104,1.1978,9.5734,7.6608,7.6454,7.5655,7.4328,7.7052,7.22,7.7466,7.9952,9.293,10.8073,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0024.bmp,0,2,1,13,3.9982,2.6539,10.4639,5.3887,5.9444,3.9659,4.2052,4.1725,3.7794,4.3294,4.5874,4.8218,5.077,8.0045,7.6461,13,12,13,13,13,13,13,13,13,13,13,13,13,13,40
01_13_02_01_0024.bmp,1,2,1,13,7.3821,3.9802,20.1912,1.6586,7.9292,7.3789,7.503,7.1005,7.7273,7.4671,7.7515,8.2035,8.6832,9.07,10.266,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
01_13_02_01_0025.bmp,0,2,1,13,4.0261,2.6565,11.1826,5.0276,6.5683,3.9608,4.0434,4.0154,4.2158,3.8484,4.9695,4.8863,5.2928,7.1566,8.5525,13,13,13,13,13,13,13,13,13,13,13,13,13,11,13
01_13_02_01_0027.bmp,0,2,1,13,4.3242,2.7774,11.2807,4.7562,6.8676,4.3184,4.5883,4.665,4.5894,4.3754,5.067,5.7192,5.659,7.8502,8.9474,13,12,11,13,13,13,13,13,13,13,13,13,13,13,13
