filename,occ,ch,sev,sigma,true,b,c,e,branch,pred_va,pred_vb,pred_dcp,pred_adair,pred_clahe,pred_passthrough
01_13_09_05_0412.bmp,0,9,5,0,13,0.48417,0.08639,0.26446,clahe,11,13,13,12,11,12
01_13_09_05_0415.bmp,0,9,5,0,13,0.46132,0.11702,0.26446,passthrough,12,12,13,13,42,12
01_13_09_05_0422.bmp,0,9,5,0,13,0.52886,0.09384,0.24793,clahe,11,13,13,12,11,12
01_13_09_05_0425.bmp,0,9,5,0,13,0.48945,0.08784,0.0,clahe,11,13,13,12,11,12
01_13_09_05_0426.bmp,0,9,5,0,13,0.50643,0.11531,0.26446,passthrough,12,12,13,13,11,12
01_13_09_05_0427.bmp,0,9,5,0,13,0.50384,0.11692,0.20661,passthrough,12,12,13,13,42,12
01_13_09_05_0431.bmp,0,9,5,0,13,0.51112,0.10625,0.17582,passthrough,12,12,13,12,11,12
01_13_09_05_0434.bmp,0,9,5,0,13,0.45132,0.15456,0.23333,passthrough,13,13,13,13,12,13
01_13_09_05_0441.bmp,0,9,5,0,13,0.4708,0.10422,0.20221,clahe,11,13,13,13,11,12
01_13_09_05_0442.bmp,0,9,5,0,13,0.45309,0.13888,0.17014,passthrough,13,13,35,13,11,13
01_13_09_05_0446.bmp,0,9,5,0,13,0.44148,0.11716,0.14338,passthrough,13,13,13,13,18,13
01_13_09_05_0449.bmp,0,9,5,0,13,0.45994,0.11434,0.19505,passthrough,12,12,13,13,11,12
01_13_09_05_0452.bmp,0,9,5,0,13,0.47153,0.09414,0.12782,clahe,13,35,35,13,13,12
01_13_09_05_0454.bmp,0,9,5,0,13,0.4643,0.08875,0.0,clahe,28,13,13,13,28,12
01_13_09_05_0455.bmp,0,9,5,0,13,0.45482,0.12773,0.17826,passthrough,13,13,13,13,13,13
01_13_09_05_0458.bmp,0,9,5,0,13,0.49566,0.10955,0.1413,passthrough,12,12,13,13,11,12
01_13_09_05_0462.bmp,0,9,5,0,13,0.50662,0.11266,0.21344,passthrough,12,12,13,40,11,12
01_13_09_05_0463.bmp,0,9,5,0,13,0.48941,0.13478,0.19368,passthrough,13,13,13,13,13,13
01_13_09_05_0465.bmp,0,9,5,0,13,0.52576,0.1546,0.17037,passthrough,13,13,40,13,11,13
01_13_09_05_0469.bmp,0,9,5,0,13,0.52134,0.16963,0.16667,passthrough,13,13,13,13,18,13
01_13_09_05_0470.bmp,0,9,5,0,13,0.51599,0.12073,0.14828,passthrough,12,12,18,12,1,12
01_13_09_05_0473.bmp,0,9,5,0,13,0.50884,0.14112,0.17026,passthrough,13,13,18,13,18,13
01_13_09_05_0474.bmp,0,9,5,0,13,0.49619,0.1224,0.16098,passthrough,13,13,18,13,18,13
01_13_09_05_0476.bmp,0,9,5,0,13,0.4809,0.12169,0.13434,passthrough,13,13,13,13,28,13
01_13_09_05_0477.bmp,0,9,5,0,13,0.48392,0.13447,0.16563,passthrough,13,13,13,13,18,13
01_13_09_05_0478.bmp,0,9,5,0,13,0.49126,0.10886,0.14744,passthrough,13,13,13,13,18,13
01_13_09_05_0481.bmp,0,9,5,0,13,0.46319,0.13633,0.10205,passthrough,13,13,13,13,1,13
01_13_09_05_0483.bmp,0,9,5,0,13,0.46274,0.11692,0.11875,passthrough,13,13,13,13,18,13
01_13_09_05_0486.bmp,0,9,5,0,13,0.44488,0.09728,0.02955,clahe,18,13,13,13,18,13
01_13_09_05_0487.bmp,0,9,5,0,13,0.44863,0.08971,0.0,clahe,40,13,13,12,40,13
01_13_09_05_0492.bmp,0,9,5,0,13,0.4564,0.11351,0.03814,stretch,13,13,24,13,13,13
01_13_09_05_0498.bmp,0,9,5,0,13,0.44476,0.09244,0.03852,clahe,18,13,13,13,18,13
01_13_09_05_0505.bmp,0,9,5,0,13,0.45973,0.09571,0.02782,clahe,1,13,13,13,1,13
01_13_09_05_0507.bmp,0,9,5,0,13,0.45412,0.09495,0.02196,clahe,18,13,13,13,18,13
01_13_09_05_0509.bmp,0,9,5,0,13,0.44677,0.10354,0.03455,clahe,18,13,13,13,18,13
01_13_09_05_0516.bmp,0,9,5,0,13,0.4733,0.072,0.0,clahe,42,32,32,12,42,12
01_13_09_05_0517.bmp,0,9,5,0,13,0.47701,0.06396,0.0979,clahe,42,13,13,12,42,12
01_13_09_05_0518.bmp,0,9,5,0,13,0.50262,0.0509,0.0,clahe,11,12,12,12,11,12
01_13_09_05_0522.bmp,0,9,5,0,13,0.48189,0.07758,0.0,clahe,11,13,13,12,11,12
01_13_09_05_0523.bmp,0,9,5,0,13,0.47918,0.0656,0.0,clahe,18,18,18,13,18,12
01_13_09_05_0524.bmp,0,9,5,0,13,0.48046,0.08443,0.0,clahe,42,35,35,12,42,12
01_13_09_05_0525.bmp,0,9,5,0,13,0.49061,0.10343,0.05263,clahe,18,13,13,12,18,12
01_13_09_05_0527.bmp,0,9,5,0,13,0.52229,0.09402,0.0,clahe,13,0,0,12,13,12
01_13_09_05_0528.bmp,0,9,5,0,13,0.48496,0.06242,0.0,clahe,13,35,35,12,13,12
01_13_09_05_0529.bmp,0,9,5,0,13,0.51904,0.09911,0.0625,clahe,12,1,1,12,12,12
01_13_09_05_0531.bmp,0,9,5,0,13,0.5254,0.09034,0.05882,clahe,11,13,13,12,11,12
01_13_09_05_0532.bmp,0,9,5,0,13,0.45885,0.08348,0.12587,clahe,12,32,32,12,12,12
01_13_09_05_0535.bmp,0,9,5,0,13,0.55901,0.09266,0.09722,clahe,18,18,18,12,18,12
01_13_09_05_0537.bmp,0,9,5,0,13,0.51893,0.13214,0.18889,passthrough,12,12,12,12,18,12
01_13_09_05_0539.bmp,0,9,5,0,13,0.53258,0.10219,0.12222,clahe,11,13,13,12,11,12
01_13_09_05_0540.bmp,0,9,5,0,13,0.47204,0.06961,0.0,clahe,11,32,32,19,11,12
01_13_09_05_0542.bmp,0,9,5,0,13,0.47964,0.07474,0.0,clahe,11,32,32,12,11,12
01_13_09_05_0544.bmp,0,9,5,0,13,0.42018,0.08292,0.18182,clahe,11,11,11,13,11,12
01_13_09_05_0551.bmp,0,9,5,0,13,0.53617,0.09022,0.0915,clahe,11,18,18,12,11,12
01_13_09_05_0552.bmp,0,9,5,0,13,0.45682,0.06169,0.1049,clahe,12,32,32,12,12,12
01_13_09_05_0553.bmp,0,9,5,0,13,0.51452,0.08601,0.0,clahe,12,13,13,12,12,12
01_13_09_05_0556.bmp,0,9,5,0,13,0.45241,0.05952,0.0,clahe,11,13,13,13,11,12
01_13_09_05_0559.bmp,0,9,5,0,13,0.50983,0.09466,0.05,clahe,18,18,18,12,18,18
01_13_09_05_0561.bmp,0,9,5,0,13,0.51958,0.07108,0.0,clahe,18,18,18,12,18,12
01_13_09_05_0562.bmp,0,9,5,0,13,0.43055,0.05765,0.0,clahe,11,18,18,12,11,12
01_13_09_05_0563.bmp,0,9,5,0,13,0.53198,0.06895,0.08466,clahe,18,12,12,12,18,12
01_13_09_05_0569.bmp,0,9,5,0,13,0.51235,0.08054,0.07525,clahe,18,18,18,12,18,12
01_13_09_05_0571.bmp,0,9,5,0,13,0.49849,0.07321,0.0,clahe,18,13,13,12,18,12
01_13_09_05_0572.bmp,0,9,5,0,13,0.44089,0.09526,0.13942,clahe,11,18,18,13,11,12
01_13_09_05_0574.bmp,0,9,5,0,13,0.4389,0.07553,0.0,clahe,13,13,13,13,13,12
01_13_09_05_0580.bmp,0,9,5,0,13,0.43826,0.07802,0.0,clahe,11,13,13,12,11,12
01_13_09_05_0583.bmp,0,9,5,0,13,0.49898,0.08868,0.01665,clahe,18,18,18,12,18,12
01_13_09_05_0584.bmp,0,9,5,0,13,0.42222,0.05277,0.0,clahe,11,13,13,13,11,12
01_13_09_05_0585.bmp,0,9,5,0,13,0.50213,0.06692,0.02735,clahe,18,18,18,12,18,12
01_13_09_05_0587.bmp,0,9,5,0,13,0.48653,0.06957,0.0,clahe,18,18,18,12,18,12
01_13_09_05_0589.bmp,0,9,5,0,13,0.46791,0.10207,0.07386,clahe,18,18,18,13,18,13
01_13_09_05_0590.bmp,0,9,5,0,13,0.39986,0.05282,0.0,clahe,12,13,13,13,12,12
01_13_09_05_0592.bmp,0,9,5,0,13,0.40072,0.08249,0.11765,clahe,11,18,18,13,11,12
01_13_09_05_0593.bmp,0,9,5,0,13,0.47062,0.06233,0.0,clahe,18,18,18,12,18,12
01_13_09_05_0594.bmp,0,9,5,0,13,0.38821,0.07012,0.0,clahe,18,35,35,35,18,12
01_13_09_05_0597.bmp,0,9,5,0,13,0.48214,0.07971,0.05887,clahe,18,18,18,12,18,18
01_13_09_05_0600.bmp,0,9,5,0,13,0.48864,0.10288,0.10965,clahe,18,18,18,12,18,18
01_13_09_05_0601.bmp,0,9,5,0,13,0.46884,0.09338,0.07132,clahe,18,18,18,13,18,18
01_13_09_05_0604.bmp,0,9,5,0,13,0.47755,0.07987,0.10082,clahe,18,18,18,12,18,12
01_13_09_05_0608.bmp,0,9,5,0,13,0.47679,0.08912,0.03022,clahe,18,18,18,12,18,12
01_13_09_05_0613.bmp,0,9,5,0,13,0.50212,0.09021,0.06246,clahe,18,18,18,12,18,12
01_13_09_05_0616.bmp,0,9,5,0,13,0.49186,0.10021,0.05382,clahe,11,13,13,13,11,13
01_13_09_05_0617.bmp,0,9,5,0,13,0.49703,0.08384,0.03045,clahe,13,13,13,12,13,12
01_13_09_05_0618.bmp,0,9,5,0,13,0.50665,0.10703,0.01533,stretch,12,12,13,12,11,12
01_13_09_05_0626.bmp,0,9,5,0,13,0.47873,0.1324,0.04925,stretch,12,12,13,12,11,12
01_03_12_03_0001.bmp,0,12,3,4,9,0.53704,0.0874,0.16667,clahe,0,13,13,13,0,13
01_03_12_03_0002.bmp,0,12,3,4,9,0.53873,0.08643,0.16364,clahe,6,13,13,13,6,13
01_03_12_03_0003.bmp,0,12,3,4,9,0.5414,0.0881,0.16667,clahe,41,13,13,13,41,13
01_03_12_03_0011.bmp,0,12,3,4,9,0.53625,0.097,0.155,clahe,41,40,40,13,41,13
01_03_12_03_0012.bmp,0,12,3,4,9,0.53696,0.0972,0.165,clahe,25,13,13,16,25,13
01_03_12_03_0015.bmp,0,12,3,4,9,0.53196,0.0986,0.11934,clahe,41,41,41,13,41,13
01_03_12_03_0018.bmp,0,12,3,4,9,0.5328,0.10283,0.15126,clahe,41,41,41,13,41,13
01_03_12_03_0021.bmp,0,12,3,4,9,0.52945,0.10331,0.1391,clahe,25,13,13,13,25,13
01_03_12_03_0022.bmp,0,12,3,4,9,0.52935,0.09835,0.13975,clahe,41,41,41,13,41,13
01_03_12_03_0024.bmp,0,12,3,4,9,0.52251,0.10263,0.14035,clahe,2,13,13,13,2,13
01_03_12_03_0026.bmp,0,12,3,4,9,0.51994,0.09714,0.12202,clahe,2,13,13,13,2,13
01_03_12_03_0029.bmp,0,12,3,4,9,0.51822,0.09565,0.11708,clahe,23,16,16,13,23,13
01_03_12_03_0030.bmp,0,12,3,4,9,0.51466,0.09198,0.11989,clahe,41,13,13,13,41,13
01_03_12_03_0031.bmp,0,12,3,4,9,0.51122,0.09323,0.11353,clahe,23,13,13,13,23,13
01_03_12_03_0037.bmp,0,12,3,4,9,0.49819,0.08465,0.08205,clahe,2,13,13,13,2,13
01_03_12_03_0039.bmp,0,12,3,4,9,0.49761,0.08465,0.0503,clahe,23,40,40,13,23,13
01_03_12_03_0044.bmp,0,12,3,4,9,0.50526,0.09479,0.11447,clahe,25,13,13,13,25,13
01_03_12_03_0046.bmp,0,12,3,4,9,0.50538,0.0966,0.05333,clahe,23,13,13,13,23,13
01_03_12_03_0048.bmp,0,12,3,4,9,0.51128,0.10858,0.11408,passthrough,13,13,13,13,23,13
01_03_12_03_0049.bmp,0,12,3,4,9,0.50649,0.10126,0.10895,clahe,9,40,40,13,9,13
01_03_12_03_0052.bmp,0,12,3,4,9,0.50215,0.10019,0.08784,clahe,13,13,13,13,13,13
01_03_12_03_0054.bmp,0,12,3,4,9,0.4996,0.10151,0.09143,clahe,25,13,13,13,25,13
01_03_12_03_0058.bmp,0,12,3,4,9,0.50712,0.09361,0.09179,clahe,2,13,13,13,2,13
01_03_12_03_0061.bmp,0,12,3,4,9,0.50361,0.08863,0.04386,clahe,9,41,41,13,9,13
01_03_12_03_0062.bmp,0,12,3,4,9,0.50424,0.08777,0.06383,clahe,25,41,41,13,25,13
01_03_12_03_0067.bmp,0,12,3,4,9,0.50872,0.08866,0.02921,clahe,9,41,41,13,9,13
01_03_12_03_0070.bmp,0,12,3,4,9,0.50921,0.09366,0.05338,clahe,13,14,14,13,13,13
01_03_12_03_0078.bmp,0,12,3,4,9,0.5118,0.10018,0.05915,clahe,41,9,9,13,41,13
01_03_12_03_0079.bmp,0,12,3,4,9,0.51029,0.09771,0.07061,clahe,2,9,9,13,2,13
01_03_12_03_0081.bmp,0,12,3,4,9,0.50997,0.10487,0.05891,clahe,13,14,14,13,13,13
01_03_12_03_0083.bmp,0,12,3,4,9,0.50801,0.1072,0.07072,stretch,9,9,14,13,23,13
01_03_12_03_0084.bmp,0,12,3,4,9,0.50526,0.10798,0.05908,stretch,9,9,9,13,41,13
01_06_12_03_0001.bmp,1,12,3,4,14,0.54123,0.09993,0.31667,clahe,12,14,14,25,12,36
01_06_12_03_0002.bmp,0,12,3,4,14,0.52437,0.10395,0.16932,clahe,25,25,25,13,25,25
01_06_12_03_0002.bmp,1,12,3,4,14,0.52899,0.08281,0.07083,clahe,0,40,40,13,0,36
01_06_12_03_0004.bmp,0,12,3,4,14,0.50472,0.0974,0.14732,clahe,25,25,25,25,25,25
01_06_12_03_0005.bmp,1,12,3,4,14,0.52111,0.08267,0.0125,clahe,25,13,13,13,25,36
01_06_12_03_0007.bmp,0,12,3,4,14,0.51007,0.10805,0.1982,passthrough,25,25,14,25,25,25
01_06_12_03_0007.bmp,1,12,3,4,14,0.53089,0.09646,0.23583,clahe,12,14,14,25,12,25
01_06_12_03_0008.bmp,1,12,3,4,14,0.52861,0.09099,0.12143,clahe,23,14,14,36,23,36
01_06_12_03_0010.bmp,0,12,3,4,14,0.51387,0.11086,0.22271,passthrough,25,25,14,25,25,25
01_06_12_03_0013.bmp,1,12,3,4,14,0.52931,0.10961,0.2236,passthrough,25,25,4,25,25,25
01_06_12_03_0014.bmp,0,12,3,4,14,0.50715,0.11096,0.20153,passthrough,25,25,14,25,25,25
01_06_12_03_0016.bmp,1,12,3,4,14,0.53653,0.11082,0.21558,passthrough,25,25,14,25,24,25
01_06_12_03_0020.bmp,0,12,3,4,14,0.5004,0.10532,0.15869,clahe,2,14,14,25,2,25
01_06_12_03_0021.bmp,0,12,3,4,14,0.49953,0.1049,0.18355,clahe,24,14,14,25,24,25
01_06_12_03_0022.bmp,0,12,3,4,14,0.49573,0.1086,0.19298,passthrough,25,25,14,25,2,25
01_06_12_03_0022.bmp,1,12,3,4,14,0.54597,0.13224,0.1728,passthrough,25,25,24,25,11,25
01_06_12_03_0023.bmp,0,12,3,4,14,0.50095,0.1149,0.17486,passthrough,25,25,14,25,25,25
01_06_12_03_0023.bmp,1,12,3,4,14,0.55992,0.14403,0.17701,passthrough,13,13,14,13,11,13
01_06_12_03_0024.bmp,0,12,3,4,14,0.50034,0.11107,0.15715,passthrough,25,25,14,25,25,25
01_06_12_03_0024.bmp,1,12,3,4,14,0.55779,0.14381,0.13448,passthrough,25,25,14,25,11,25
01_06_12_03_0025.bmp,0,12,3,4,14,0.50275,0.11539,0.1602,passthrough,25,25,14,25,2,25
01_06_12_03_0025.bmp,1,12,3,4,14,0.54099,0.12592,0.22235,passthrough,25,25,25,25,11,25
01_06_12_03_0026.bmp,0,12,3,4,14,0.49989,0.11567,0.14574,passthrough,25,25,14,25,2,25
01_06_12_03_0026.bmp,1,12,3,4,14,0.54202,0.13007,0.14507,passthrough,25,25,14,25,11,25
01_06_12_03_0027.bmp,1,12,3,4,14,0.53591,0.1215,0.25922,passthrough,25,25,13,25,11,25
01_06_12_03_0028.bmp,1,12,3,4,14,0.53816,0.11848,0.21673,passthrough,25,25,14,25,25,25
01_06_12_03_0029.bmp,1,12,3,4,14,0.53044,0.11372,0.24395,passthrough,25,25,14,25,0,25
01_06_12_03_0030.bmp,0,12,3,4,14,0.48521,0.10835,0.1405,passthrough,25,25,14,25,24,25
01_06_12_03_0031.bmp,1,12,3,4,14,0.53891,0.12625,0.19139,passthrough,12,12,13,12,0,12
01_06_12_03_0032.bmp,0,12,3,4,14,0.48299,0.10289,0.14386,clahe,2,14,14,25,2,25
01_06_12_03_0032.bmp,1,12,3,4,14,0.53345,0.11987,0.13397,passthrough,31,31,12,12,6,31
01_06_12_03_0033.bmp,1,12,3,4,14,0.52785,0.11883,0.14354,passthrough,36,36,13,12,42,36
01_06_12_03_0034.bmp,0,12,3,4,14,0.47606,0.10734,0.13885,passthrough,25,25,14,25,2,25
01_06_12_03_0034.bmp,1,12,3,4,14,0.52224,0.11269,0.09569,passthrough,36,36,25,36,0,36
01_06_12_03_0036.bmp,1,12,3,4,14,0.51818,0.10703,0.13636,passthrough,31,31,12,36,6,31
01_06_12_03_0037.bmp,0,12,3,4,14,0.47232,0.10817,0.13561,passthrough,25,25,14,25,25,25
01_06_12_03_0037.bmp,1,12,3,4,14,0.52397,0.11605,0.16667,passthrough,12,12,4,36,0,12
01_06_12_03_0044.bmp,0,12,3,4,14,0.48494,0.11233,0.0795,passthrough,10,10,17,1,0,10
01_06_12_03_0045.bmp,0,12,3,4,14,0.48995,0.08902,0.03611,clahe,23,12,12,31,23,31
01_06_12_03_0051.bmp,0,12,3,4,14,0.50372,0.11331,0.03385,stretch,25,25,14,13,23,32
01_06_12_03_0052.bmp,0,12,3,4,14,0.48632,0.11447,0.08858,passthrough,32,32,14,13,25,32
01_06_12_03_0056.bmp,0,12,3,4,14,0.4929,0.09628,0.08508,clahe,23,14,14,32,23,13
01_06_12_03_0057.bmp,0,12,3,4,14,0.50042,0.11793,0.06961,stretch,25,25,14,36,23,13
01_06_12_03_0058.bmp,0,12,3,4,14,0.49771,0.11882,0.10588,passthrough,13,13,14,13,25,13
01_06_12_03_0059.bmp,0,12,3,4,14,0.4941,0.11895,0.04209,stretch,25,25,14,25,2,13
01_06_12_03_0064.bmp,0,12,3,4,14,0.49808,0.13597,0.04926,stretch,25,25,14,32,23,13
01_06_12_03_0067.bmp,0,12,3,4,14,0.49719,0.13187,0.06042,stretch,25,25,14,32,25,25
01_06_12_03_0069.bmp,0,12,3,4,14,0.48506,0.12755,0.05065,stretch,25,25,14,32,25,25
01_06_12_03_0070.bmp,0,12,3,4,14,0.48244,0.11834,0.04449,stretch,25,25,14,32,25,25
01_06_12_03_0075.bmp,0,12,3,4,14,0.46437,0.07515,0.03843,clahe,24,14,14,25,24,25
01_06_12_03_0085.bmp,0,12,3,4,14,0.48302,0.09938,0.05952,clahe,0,14,14,1,0,2
01_06_12_03_0086.bmp,0,12,3,4,14,0.50455,0.09761,0.06215,clahe,16,17,17,16,16,16
01_11_12_03_0001.bmp,0,12,3,4,12,0.53784,0.0974,0.19139,clahe,0,13,13,31,0,31
01_11_12_03_0002.bmp,0,12,3,4,12,0.53898,0.09341,0.16746,clahe,1,12,12,13,1,36
01_11_12_03_0003.bmp,0,12,3,4,12,0.53836,0.09354,0.1866,clahe,0,13,13,12,0,31
01_11_12_03_0005.bmp,0,12,3,4,12,0.54255,0.09465,0.21053,clahe,1,13,13,13,1,31
01_11_12_03_0006.bmp,0,12,3,4,12,0.54538,0.0915,0.17225,clahe,1,12,12,12,1,31
01_11_12_03_0013.bmp,0,12,3,4,12,0.54818,0.09643,0.29665,clahe,1,7,7,32,1,32
01_11_12_03_0014.bmp,0,12,3,4,12,0.53895,0.0969,0.16071,clahe,0,35,35,36,0,36
01_11_12_03_0015.bmp,0,12,3,4,12,0.53927,0.10232,0.26071,clahe,42,13,13,13,42,12
01_11_12_03_0016.bmp,0,12,3,4,12,0.5365,0.10105,0.19667,clahe,11,26,26,13,11,11
01_11_12_03_0019.bmp,0,12,3,4,12,0.53758,0.10344,0.2,clahe,20,40,40,18,20,11
01_11_12_03_0020.bmp,0,12,3,4,12,0.54251,0.10211,0.17333,clahe,6,13,13,13,6,11
01_11_12_03_0021.bmp,0,12,3,4,12,0.53354,0.10141,0.25575,clahe,11,1,1,11,11,11
01_11_12_03_0024.bmp,0,12,3,4,12,0.52895,0.10268,0.18444,clahe,42,26,26,13,42,13
01_11_12_03_0026.bmp,0,12,3,4,12,0.53061,0.10316,0.21333,clahe,11,26,26,32,11,32
01_11_12_03_0027.bmp,0,12,3,4,12,0.53088,0.10643,0.21111,passthrough,32,32,35,1,11,32
01_11_12_03_0028.bmp,0,12,3,4,12,0.53241,0.10285,0.16222,clahe,20,7,7,13,20,12
01_11_12_03_0031.bmp,0,12,3,4,12,0.52891,0.10567,0.17524,clahe,11,18,18,13,11,13
01_11_12_03_0033.bmp,0,12,3,4,12,0.53177,0.10686,0.2381,passthrough,13,13,32,13,11,13
01_11_12_03_0035.bmp,0,12,3,4,12,0.51972,0.10609,0.15188,clahe,11,17,17,13,11,13
01_11_12_03_0036.bmp,0,12,3,4,12,0.51541,0.10306,0.13702,clahe,11,1,1,13,11,13
01_11_12_03_0042.bmp,0,12,3,4,12,0.51612,0.10276,0.14569,clahe,18,1,1,1,18,13
01_11_12_03_0046.bmp,0,12,3,4,12,0.50848,0.10171,0.15556,clahe,11,1,1,1,11,25
01_11_12_03_0056.bmp,0,12,3,4,12,0.5116,0.11787,0.14372,passthrough,13,13,1,13,11,13
01_11_12_03_0061.bmp,0,12,3,4,12,0.51021,0.12176,0.11696,passthrough,13,13,1,13,18,13
01_11_12_03_0064.bmp,0,12,3,4,12,0.5086,0.12026,0.10379,passthrough,13,13,1,13,18,13
01_11_12_03_0065.bmp,0,12,3,4,12,0.51044,0.12338,0.1087,passthrough,13,13,1,13,11,13
01_11_12_03_0066.bmp,0,12,3,4,12,0.50923,0.12207,0.09614,passthrough,13,13,37,1,18,13
01_11_12_03_0067.bmp,0,12,3,4,12,0.51057,0.12579,0.10073,passthrough,25,25,26,13,25,25
01_11_12_03_0072.bmp,0,12,3,4,12,0.50383,0.12512,0.07652,passthrough,13,13,1,25,11,13
01_11_12_03_0075.bmp,0,12,3,4,12,0.50229,0.12733,0.06775,stretch,25,25,26,25,18,25
01_12_12_03_0003.bmp,0,12,3,4,17,0.48458,0.11952,0.08333,passthrough,16,16,26,16,19,16
01_12_12_03_0004.bmp,0,12,3,4,17,0.49866,0.12416,0.13056,passthrough,9,9,13,16,41,9
01_12_12_03_0004.bmp,1,12,3,4,17,0.50086,0.04767,0.0,clahe,42,14,14,31,42,31
01_12_12_03_0005.bmp,0,12,3,4,17,0.49698,0.1394,0.14333,passthrough,13,13,17,17,23,13
01_12_12_03_0005.bmp,1,12,3,4,17,0.50068,0.04662,0.0,clahe,12,12,12,29,12,31
01_12_12_03_0006.bmp,1,12,3,4,17,0.50009,0.04148,0.0,clahe,11,18,18,31,11,31
01_12_12_03_0009.bmp,1,12,3,4,17,0.49851,0.04662,0.0,clahe,12,23,23,32,12,31
01_12_12_03_0013.bmp,0,12,3,4,17,0.48856,0.1342,0.08903,passthrough,17,17,13,17,23,17
01_12_12_03_0014.bmp,0,12,3,4,17,0.48838,0.13406,0.08489,passthrough,17,17,17,17,41,17
01_12_12_03_0017.bmp,1,12,3,4,17,0.50704,0.04392,0.0,clahe,12,25,25,31,12,31
01_12_12_03_0020.bmp,0,12,3,4,17,0.47132,0.12412,0.06003,stretch,17,17,17,17,0,17
01_12_12_03_0020.bmp,1,12,3,4,17,0.51096,0.05292,0.0,clahe,25,14,14,36,25,36
01_12_12_03_0022.bmp,0,12,3,4,17,0.47313,0.12685,0.0613,stretch,17,17,18,17,25,17
01_12_12_03_0023.bmp,1,12,3,4,17,0.512,0.04397,0.0,clahe,12,14,14,31,12,36
01_12_12_03_0027.bmp,0,12,3,4,17,0.46932,0.12215,0.0625,stretch,16,16,13,17,0,17
01_12_12_03_0028.bmp,0,12,3,4,17,0.49972,0.12553,0.05455,stretch,12,12,26,31,25,12
01_12_12_03_0029.bmp,0,12,3,4,17,0.49193,0.11475,0.06388,stretch,12,12,26,31,25,12
01_12_12_03_0030.bmp,0,12,3,4,17,0.49137,0.1138,0.04167,stretch,12,12,14,31,25,12
01_12_12_03_0032.bmp,1,12,3,4,17,0.5172,0.05556,0.0,clahe,25,13,13,31,25,36
01_12_12_03_0033.bmp,1,12,3,4,17,0.51732,0.04649,0.0,clahe,1,14,14,31,1,36
01_12_12_03_0034.bmp,1,12,3,4,17,0.51783,0.05739,0.0,clahe,25,7,7,36,25,31
01_12_12_03_0035.bmp,1,12,3,4,17,0.52089,0.04826,0.0,clahe,11,14,14,36,11,31
01_12_12_03_0036.bmp,0,12,3,4,17,0.48732,0.1171,0.04375,stretch,13,13,17,17,9,13
01_12_12_03_0036.bmp,1,12,3,4,17,0.52133,0.04753,0.0,clahe,12,13,13,36,12,36
01_12_12_03_0037.bmp,1,12,3,4,17,0.52187,0.05192,0.0,clahe,11,9,9,31,11,31
01_12_12_03_0041.bmp,0,12,3,4,17,0.49278,0.15539,0.03419,stretch,36,36,14,36,9,13
01_12_12_03_0042.bmp,0,12,3,4,17,0.47838,0.12954,0.01636,stretch,36,36,14,36,13,13
01_12_12_03_0042.bmp,1,12,3,4,17,0.52882,0.07457,0.09848,clahe,25,26,26,36,25,36
01_12_12_03_0047.bmp,0,12,3,4,17,0.52308,0.08454,0.0,clahe,12,25,25,36,12,36
01_12_12_03_0048.bmp,0,12,3,4,17,0.52739,0.07473,0.0,clahe,12,13,13,36,12,36
01_12_12_03_0049.bmp,0,12,3,4,17,0.52377,0.07363,0.0,clahe,12,13,13,15,12,36
01_12_12_03_0054.bmp,0,12,3,4,17,0.52665,0.08502,0.07576,clahe,12,13,13,17,12,36
01_12_12_03_0055.bmp,0,12,3,4,17,0.52133,0.07352,0.0,clahe,11,17,17,17,11,36
01_12_12_03_0056.bmp,0,12,3,4,17,0.52674,0.08208,0.08304,clahe,0,17,17,17,0,31
01_12_12_03_0066.bmp,0,12,3,4,17,0.52546,0.09232,0.08997,clahe,12,17,17,41,12,13
01_12_12_03_0068.bmp,0,12,3,4,17,0.53169,0.1017,0.15,clahe,25,17,17,17,25,17
01_12_12_03_0079.bmp,0,12,3,4,17,0.54065,0.1055,0.1296,clahe,25,26,26,17,25,25
01_12_12_03_0080.bmp,0,12,3,4,17,0.53781,0.10397,0.1248,clahe,25,18,18,17,25,25
01_12_12_03_0081.bmp,0,12,3,4,17,0.53857,0.10595,0.1072,clahe,25,17,17,17,25,17
01_12_12_03_0087.bmp,0,12,3,4,17,0.52624,0.10212,0.10815,clahe,23,17,17,17,23,17
01_12_12_03_0089.bmp,0,12,3,4,17,0.52386,0.10176,0.07077,clahe,23,17,17,9,23,9
01_12_12_03_0090.bmp,0,12,3,4,17,0.52325,0.10417,0.06308,clahe,23,26,26,17,23,9
01_12_12_03_0091.bmp,0,12,3,4,17,0.5318,0.11034,0.09857,passthrough,13,13,26,9,25,13
01_12_12_03_0095.bmp,0,12,3,4,17,0.52898,0.11317,0.13286,passthrough,9,9,26,9,23,9
01_12_12_03_0096.bmp,0,12,3,4,17,0.52992,0.11621,0.12286,passthrough,13,13,26,9,13,13
01_12_12_03_0104.bmp,0,12,3,4,17,0.52626,0.12685,0.14238,passthrough,17,17,17,17,23,17
01_12_12_03_0108.bmp,0,12,3,4,17,0.52828,0.12537,0.10016,passthrough,25,25,17,17,25,25
01_12_12_03_0113.bmp,0,12,3,4,17,0.52182,0.1341,0.0857,passthrough,17,17,17,17,23,17
01_13_12_03_0001.bmp,0,12,3,4,13,0.60173,0.11555,0.30769,passthrough,12,12,13,13,25,12
