filename,occ,ch,sev,sigma,true,sigma_hat,sigma_added,c_raw,c_rob,br_pub,br_c1,br_c2,pred_VA,pred_VB,pred_C1_clahe,pred_C1_dcp,pred_C2_clahe,pred_C2_dcp,pred_dcp,pred_adair,pred_passthrough
01_11_09_03_0002.bmp,0,9,3,0,12,2.299,0.0,0.09592,0.09592,clahe,clahe,clahe,42,11,42,11,42,11,11,32,32
01_11_09_03_0006.bmp,0,9,3,0,12,2.381,0.0,0.12487,0.12487,passthrough,passthrough,clahe,32,32,32,32,42,11,11,32,32
01_11_09_03_0007.bmp,0,9,3,0,12,2.217,0.0,0.10215,0.10215,clahe,clahe,clahe,42,11,42,11,42,11,11,32,11
01_11_09_03_0009.bmp,0,9,3,0,12,1.917,0.0,0.10613,0.10613,passthrough,passthrough,clahe,11,11,11,11,42,13,13,13,11
01_11_09_03_0010.bmp,0,9,3,0,12,2.27,0.0,0.12033,0.12033,passthrough,passthrough,clahe,12,12,12,12,42,11,11,13,12
01_11_09_03_0011.bmp,0,9,3,0,12,1.55,0.0,0.09914,0.09914,clahe,clahe,clahe,11,11,11,11,11,11,11,32,31
01_11_09_03_0015.bmp,0,9,3,0,12,1.513,0.0,0.12628,0.12628,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,32,12
01_11_09_03_0016.bmp,0,9,3,0,12,1.691,0.0,0.11056,0.11056,passthrough,passthrough,clahe,11,11,11,11,11,18,18,11,11
01_11_09_03_0017.bmp,0,9,3,0,12,2.033,0.0,0.12552,0.12552,passthrough,passthrough,passthrough,11,11,11,11,11,11,11,13,11
01_11_09_03_0018.bmp,0,9,3,0,12,2.25,0.0,0.13312,0.13312,passthrough,passthrough,passthrough,11,11,11,11,11,11,11,11,11
01_11_09_03_0022.bmp,0,9,3,0,12,1.728,0.0,0.11442,0.11442,passthrough,passthrough,clahe,32,32,32,32,11,11,11,32,32
01_11_09_03_0026.bmp,0,9,3,0,12,1.446,0.0,0.10523,0.10523,clahe,clahe,clahe,11,11,11,11,11,11,11,32,32
01_11_09_03_0028.bmp,0,9,3,0,12,1.636,0.0,0.09958,0.09958,clahe,clahe,clahe,11,13,11,13,11,13,13,10,12
01_11_09_03_0029.bmp,0,9,3,0,12,1.312,0.0,0.11852,0.11852,passthrough,passthrough,clahe,11,11,11,11,11,11,11,11,11
01_11_09_03_0030.bmp,0,9,3,0,12,1.515,0.0,0.12403,0.12403,passthrough,passthrough,passthrough,11,11,11,11,11,11,11,11,11
01_11_09_03_0031.bmp,0,9,3,0,12,1.349,0.0,0.12028,0.12028,passthrough,passthrough,stretch,11,11,11,11,18,18,18,12,11
01_11_09_03_0033.bmp,0,9,3,0,12,1.832,0.0,0.10034,0.10034,clahe,clahe,clahe,11,18,11,18,11,18,18,13,32
01_11_09_03_0037.bmp,0,9,3,0,12,1.375,0.0,0.14305,0.14305,passthrough,passthrough,passthrough,32,32,32,32,32,32,1,32,32
01_11_09_03_0038.bmp,0,9,3,0,12,1.014,0.0,0.14059,0.14059,passthrough,passthrough,passthrough,11,11,11,11,11,11,18,1,11
01_11_09_03_0043.bmp,0,9,3,0,12,0.959,0.0,0.14458,0.14458,passthrough,passthrough,passthrough,32,32,32,32,32,32,18,32,32
01_11_09_03_0048.bmp,0,9,3,0,12,0.995,0.0,0.11613,0.11613,passthrough,passthrough,clahe,32,32,32,32,18,1,1,32,32
01_11_09_03_0049.bmp,0,9,3,0,12,0.972,0.0,0.13462,0.13462,passthrough,passthrough,passthrough,1,1,1,1,1,1,11,13,1
01_11_09_03_0050.bmp,0,9,3,0,12,0.99,0.0,0.13577,0.13577,passthrough,passthrough,passthrough,18,18,18,18,18,18,18,18,18
01_11_09_03_0058.bmp,0,9,3,0,12,0.847,0.0,0.13909,0.13909,passthrough,passthrough,passthrough,13,13,13,13,13,13,28,13,13
01_11_09_03_0059.bmp,0,9,3,0,12,0.935,0.0,0.13853,0.13853,passthrough,passthrough,passthrough,13,13,13,13,13,13,11,13,13
01_11_09_03_0060.bmp,0,9,3,0,12,0.987,0.0,0.14262,0.14262,passthrough,passthrough,passthrough,13,13,13,13,13,13,11,13,13
01_11_09_03_0061.bmp,0,9,3,0,12,1.042,0.0,0.13382,0.13382,passthrough,passthrough,passthrough,13,13,13,13,13,13,37,13,13
01_11_09_03_0063.bmp,0,9,3,0,12,0.994,0.0,0.15682,0.15682,passthrough,passthrough,passthrough,13,13,13,13,13,13,18,13,13
01_11_09_03_0065.bmp,0,9,3,0,12,0.953,0.0,0.13506,0.13506,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_11_09_03_0068.bmp,0,9,3,0,12,0.979,0.0,0.13695,0.13695,passthrough,passthrough,passthrough,13,13,13,13,13,13,11,13,13
01_11_09_03_0076.bmp,0,9,3,0,12,0.784,0.0,0.14656,0.14656,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_11_09_03_0078.bmp,0,9,3,0,12,0.81,0.0,0.15716,0.15716,passthrough,passthrough,stretch,13,13,13,13,13,13,13,13,13
01_12_09_03_0004.bmp,0,9,3,0,17,1.479,0.0,0.16946,0.16946,passthrough,passthrough,passthrough,13,13,13,13,13,13,18,17,13
01_12_09_03_0005.bmp,1,9,3,0,17,0.652,0.0,0.04942,0.04942,clahe,clahe,clahe,18,35,18,35,18,35,35,12,12
01_12_09_03_0006.bmp,1,9,3,0,17,0.661,0.0,0.08176,0.08176,clahe,clahe,clahe,18,13,18,13,18,13,13,13,12
01_12_09_03_0007.bmp,0,9,3,0,17,1.445,0.0,0.17976,0.17976,passthrough,passthrough,passthrough,13,13,13,13,13,13,17,13,13
01_12_09_03_0008.bmp,0,9,3,0,17,1.373,0.0,0.20139,0.20139,passthrough,passthrough,passthrough,17,17,17,17,17,17,18,18,17
01_12_09_03_0010.bmp,0,9,3,0,17,1.402,0.0,0.18533,0.18533,passthrough,passthrough,passthrough,13,13,13,13,13,13,11,11,13
01_12_09_03_0010.bmp,1,9,3,0,17,0.68,0.0,0.05544,0.05544,clahe,clahe,clahe,18,18,18,18,18,18,18,12,12
01_12_09_03_0011.bmp,1,9,3,0,17,0.45,0.0,0.06567,0.06567,clahe,clahe,clahe,18,11,18,11,18,11,11,13,19
01_12_09_03_0012.bmp,1,9,3,0,17,0.829,0.0,0.05458,0.05458,clahe,clahe,clahe,13,18,13,18,13,18,18,13,31
01_12_09_03_0013.bmp,1,9,3,0,17,0.599,0.0,0.07056,0.07056,clahe,clahe,clahe,18,18,18,18,18,18,18,12,12
01_12_09_03_0014.bmp,0,9,3,0,17,1.237,0.0,0.1811,0.1811,passthrough,passthrough,passthrough,25,25,25,25,25,25,17,13,25
01_12_09_03_0016.bmp,1,9,3,0,17,1.126,0.0,0.10014,0.10014,clahe,clahe,clahe,11,11,11,11,11,11,11,12,31
01_12_09_03_0017.bmp,0,9,3,0,17,1.298,0.0,0.19821,0.19821,passthrough,passthrough,passthrough,13,13,13,13,13,13,11,13,13
01_12_09_03_0018.bmp,0,9,3,0,17,1.156,0.0,0.20382,0.20382,passthrough,passthrough,passthrough,7,7,7,7,7,7,17,7,7
01_12_09_03_0019.bmp,0,9,3,0,17,1.263,0.0,0.19086,0.19086,passthrough,passthrough,passthrough,13,13,13,13,13,13,17,13,13
01_12_09_03_0019.bmp,1,9,3,0,17,0.724,0.0,0.06145,0.06145,clahe,clahe,clahe,18,11,18,11,18,11,11,12,31
01_12_09_03_0021.bmp,0,9,3,0,17,0.995,0.0,0.17824,0.17824,passthrough,passthrough,passthrough,13,13,13,13,13,13,7,13,13
01_12_09_03_0022.bmp,0,9,3,0,17,0.949,0.0,0.18113,0.18113,passthrough,passthrough,passthrough,7,7,7,7,7,7,7,7,7
01_12_09_03_0025.bmp,0,9,3,0,17,1.0,0.0,0.19814,0.19814,passthrough,passthrough,passthrough,13,13,13,13,13,13,17,13,13
01_12_09_03_0025.bmp,1,9,3,0,17,0.998,0.0,0.06023,0.06023,clahe,clahe,clahe,18,13,18,13,18,13,13,13,31
01_12_09_03_0026.bmp,1,9,3,0,17,0.975,0.0,0.07283,0.07283,clahe,clahe,clahe,18,17,18,17,18,17,17,13,31
01_12_09_03_0027.bmp,0,9,3,0,17,0.884,0.0,0.1584,0.1584,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,7,13
01_12_09_03_0027.bmp,1,9,3,0,17,0.518,0.0,0.04387,0.04387,clahe,clahe,clahe,11,13,11,13,11,13,13,13,31
01_12_09_03_0028.bmp,0,9,3,0,17,0.796,0.0,0.16879,0.16879,passthrough,passthrough,passthrough,13,13,13,13,13,13,7,13,13
01_12_09_03_0029.bmp,1,9,3,0,17,0.81,0.0,0.0743,0.0743,clahe,clahe,clahe,11,18,11,18,11,18,18,13,31
01_12_09_03_0030.bmp,1,9,3,0,17,0.668,0.0,0.07273,0.07273,clahe,clahe,clahe,11,18,11,18,11,18,18,13,19
01_12_09_03_0032.bmp,0,9,3,0,17,0.716,0.0,0.13199,0.13199,passthrough,passthrough,stretch,12,12,12,12,12,12,18,12,12
01_12_09_03_0033.bmp,0,9,3,0,17,0.67,0.0,0.12588,0.12588,passthrough,passthrough,passthrough,13,13,13,13,13,13,18,13,13
01_12_09_03_0037.bmp,0,9,3,0,17,0.831,0.0,0.15415,0.15415,passthrough,passthrough,stretch,13,13,13,13,13,13,24,13,13
01_12_09_03_0037.bmp,1,9,3,0,17,1.179,0.0,0.08482,0.08482,clahe,clahe,clahe,11,35,11,35,11,35,35,13,31
01_12_09_03_0039.bmp,0,9,3,0,17,0.845,0.0,0.18151,0.18151,passthrough,passthrough,passthrough,18,18,18,18,18,18,18,18,18
01_12_09_03_0042.bmp,0,9,3,0,17,0.605,0.0,0.18587,0.18587,passthrough,passthrough,stretch,13,13,13,13,7,7,7,7,13
01_12_09_03_0042.bmp,1,9,3,0,17,0.947,0.0,0.10156,0.10156,clahe,clahe,clahe,11,31,11,31,11,31,31,32,31
01_12_09_03_0043.bmp,1,9,3,0,17,1.193,0.0,0.08345,0.08345,clahe,clahe,clahe,42,11,42,11,42,11,11,13,31
01_12_09_03_0044.bmp,0,9,3,0,17,0.894,0.0,0.10455,0.10455,clahe,clahe,clahe,18,18,18,18,18,18,18,28,31
01_12_09_03_0046.bmp,0,9,3,0,17,1.557,0.0,0.06909,0.06909,clahe,clahe,clahe,11,18,11,18,11,18,18,12,31
01_12_09_03_0047.bmp,0,9,3,0,17,0.68,0.0,0.1029,0.1029,clahe,clahe,clahe,11,18,11,18,11,18,18,13,31
01_12_09_03_0050.bmp,0,9,3,0,17,1.256,0.0,0.08288,0.08288,clahe,clahe,clahe,11,13,11,13,11,13,13,13,31
01_12_09_03_0052.bmp,0,9,3,0,17,1.771,0.0,0.12333,0.12333,passthrough,passthrough,stretch,36,36,36,36,13,13,13,13,36
01_12_09_03_0053.bmp,0,9,3,0,17,0.803,0.0,0.09093,0.09093,clahe,clahe,clahe,11,17,11,17,11,17,17,17,31
01_12_09_03_0060.bmp,0,9,3,0,17,1.266,0.0,0.11474,0.11474,passthrough,passthrough,clahe,17,17,17,17,11,17,17,17,17
01_12_09_03_0061.bmp,0,9,3,0,17,1.659,0.0,0.08663,0.08663,clahe,clahe,clahe,11,26,11,26,11,26,26,7,32
01_12_09_03_0063.bmp,0,9,3,0,17,1.867,0.0,0.10979,0.10979,passthrough,passthrough,clahe,13,13,13,13,11,26,26,13,13
01_12_09_03_0066.bmp,0,9,3,0,17,1.536,0.0,0.1088,0.1088,passthrough,passthrough,clahe,13,13,13,13,42,13,13,13,13
01_12_09_03_0072.bmp,0,9,3,0,17,0.991,0.0,0.12318,0.12318,passthrough,passthrough,clahe,13,13,13,13,18,18,18,13,13
01_12_09_03_0079.bmp,0,9,3,0,17,1.487,0.0,0.14565,0.14565,passthrough,passthrough,passthrough,11,11,11,11,11,11,18,18,11
01_12_09_03_0080.bmp,0,9,3,0,17,1.246,0.0,0.12734,0.12734,passthrough,passthrough,passthrough,11,11,11,11,11,11,18,6,11
01_12_09_03_0081.bmp,0,9,3,0,17,1.39,0.0,0.14157,0.14157,passthrough,passthrough,passthrough,11,11,11,11,11,11,18,11,11
01_12_09_03_0085.bmp,0,9,3,0,17,1.226,0.0,0.14561,0.14561,passthrough,passthrough,passthrough,11,11,11,11,11,11,18,7,11
01_12_09_03_0088.bmp,0,9,3,0,17,0.993,0.0,0.1227,0.1227,passthrough,passthrough,passthrough,11,11,11,11,11,11,18,7,11
01_12_09_03_0089.bmp,0,9,3,0,17,0.977,0.0,0.1365,0.1365,stretch,stretch,stretch,7,7,7,7,7,7,26,7,13
01_12_09_03_0092.bmp,0,9,3,0,17,0.923,0.0,0.14589,0.14589,passthrough,passthrough,passthrough,13,13,13,13,13,13,18,13,13
01_12_09_03_0094.bmp,0,9,3,0,17,1.362,0.0,0.15489,0.15489,passthrough,passthrough,passthrough,13,13,13,13,13,13,18,18,13
01_12_09_03_0100.bmp,0,9,3,0,17,1.091,0.0,0.13564,0.13564,passthrough,passthrough,stretch,11,11,11,11,7,7,18,13,11
01_12_09_03_0102.bmp,0,9,3,0,17,0.927,0.0,0.14141,0.14141,passthrough,passthrough,stretch,13,13,13,13,13,13,18,7,13
01_12_09_03_0103.bmp,0,9,3,0,17,1.032,0.0,0.1444,0.1444,passthrough,passthrough,stretch,11,11,11,11,11,11,26,7,11
01_12_09_03_0107.bmp,0,9,3,0,17,0.946,0.0,0.14216,0.14216,stretch,stretch,stretch,7,7,7,7,7,7,18,7,7
01_12_09_03_0109.bmp,0,9,3,0,17,0.858,0.0,0.15783,0.15783,stretch,stretch,stretch,7,7,7,7,7,7,7,7,13
01_12_09_03_0113.bmp,0,9,3,0,17,0.884,0.0,0.17137,0.17137,stretch,stretch,stretch,7,7,7,7,7,7,18,7,7
01_12_09_03_0114.bmp,0,9,3,0,17,0.889,0.0,0.1712,0.1712,stretch,stretch,stretch,7,7,7,7,7,7,13,7,7
01_12_09_03_0115.bmp,0,9,3,0,17,0.959,0.0,0.20854,0.20854,stretch,stretch,stretch,13,13,13,13,13,13,26,26,13
01_12_09_03_0116.bmp,0,9,3,0,17,0.67,0.0,0.19916,0.19916,stretch,stretch,stretch,13,13,13,13,13,13,18,13,13
01_13_09_03_0003.bmp,0,9,3,0,13,2.622,0.696,0.13715,0.13704,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,12,12
01_13_09_03_0003.bmp,1,9,3,0,13,1.739,0.0,0.1567,0.1567,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0005.bmp,0,9,3,0,13,2.459,0.0,0.13933,0.13933,passthrough,passthrough,passthrough,12,12,12,12,12,12,11,13,12
01_13_09_03_0006.bmp,1,9,3,0,13,1.844,0.0,0.18695,0.18695,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0007.bmp,0,9,3,0,13,2.349,0.0,0.12899,0.12899,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,13,12
01_13_09_03_0009.bmp,0,9,3,0,13,2.438,0.0,0.12937,0.12937,passthrough,passthrough,passthrough,12,12,12,12,12,12,32,12,12
01_13_09_03_0010.bmp,1,9,3,0,13,2.086,0.0,0.16973,0.16973,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0012.bmp,0,9,3,0,13,1.783,0.0,0.10521,0.10521,clahe,clahe,clahe,11,13,11,13,11,13,13,12,12
01_13_09_03_0012.bmp,1,9,3,0,13,2.22,0.0,0.1774,0.1774,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0013.bmp,0,9,3,0,13,2.108,0.0,0.10327,0.10327,clahe,clahe,clahe,42,13,42,13,42,13,13,12,12
01_13_09_03_0014.bmp,0,9,3,0,13,2.195,0.0,0.10502,0.10502,clahe,clahe,clahe,18,13,18,13,18,13,13,12,12
01_13_09_03_0014.bmp,1,9,3,0,13,2.183,0.0,0.19624,0.19624,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0015.bmp,1,9,3,0,13,2.196,0.0,0.18467,0.18467,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0016.bmp,0,9,3,0,13,1.812,0.0,0.09722,0.09722,clahe,clahe,clahe,11,13,11,13,11,13,13,12,12
01_13_09_03_0017.bmp,0,9,3,0,13,1.724,0.0,0.07482,0.07482,clahe,clahe,clahe,42,13,42,13,42,13,13,12,12
01_13_09_03_0018.bmp,1,9,3,0,13,2.305,0.0,0.19519,0.19519,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0019.bmp,1,9,3,0,13,2.22,0.0,0.20333,0.20333,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0021.bmp,0,9,3,0,13,1.493,0.0,0.08633,0.08633,clahe,clahe,clahe,11,11,11,11,11,11,11,12,12
01_13_09_03_0023.bmp,1,9,3,0,13,2.287,0.0,0.20032,0.20032,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0024.bmp,1,9,3,0,13,2.236,0.0,0.20197,0.20197,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0025.bmp,0,9,3,0,13,3.04,1.688,0.11899,0.11826,passthrough,passthrough,clahe,12,12,12,12,40,13,13,12,12
01_13_09_03_0025.bmp,1,9,3,0,13,2.195,0.0,0.20234,0.20234,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0029.bmp,0,9,3,0,13,2.782,1.16,0.13119,0.13087,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,13,12
01_13_09_03_0031.bmp,0,9,3,0,13,2.074,0.0,0.12764,0.12764,passthrough,passthrough,passthrough,12,12,12,12,12,12,11,12,12
01_13_09_03_0031.bmp,1,9,3,0,13,2.013,0.0,0.20283,0.20283,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0032.bmp,0,9,3,0,13,1.578,0.0,0.12714,0.12714,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,12,12
01_13_09_03_0032.bmp,1,9,3,0,13,2.141,0.0,0.21671,0.21671,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0033.bmp,1,9,3,0,13,2.017,0.0,0.21554,0.21554,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0034.bmp,0,9,3,0,13,3.447,2.342,0.16309,0.16206,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,13,12
01_13_09_03_0034.bmp,1,9,3,0,13,1.923,0.0,0.21223,0.21223,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0036.bmp,0,9,3,0,13,3.059,1.722,0.14579,0.14517,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,13,12
01_13_09_03_0036.bmp,1,9,3,0,13,1.708,0.0,0.20426,0.20426,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0037.bmp,0,9,3,0,13,3.773,2.801,0.17318,0.17179,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0037.bmp,1,9,3,0,13,1.661,0.0,0.19574,0.19574,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0039.bmp,1,9,3,0,13,1.958,0.0,0.20864,0.20864,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0041.bmp,0,9,3,0,13,2.457,0.0,0.16369,0.16369,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0041.bmp,1,9,3,0,13,1.871,0.0,0.2106,0.2106,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0043.bmp,0,9,3,0,13,2.592,0.571,0.15548,0.15541,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,12,13
01_13_09_03_0043.bmp,1,9,3,0,13,1.87,0.0,0.22674,0.22674,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0044.bmp,0,9,3,0,13,2.368,0.0,0.14921,0.14921,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,40,13
01_13_09_03_0048.bmp,0,9,3,0,13,2.033,0.0,0.16,0.16,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,40,13
01_13_09_03_0048.bmp,1,9,3,0,13,1.854,0.0,0.21314,0.21314,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0049.bmp,0,9,3,0,13,1.991,0.0,0.16648,0.16648,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,40,13
01_13_09_03_0052.bmp,0,9,3,0,13,2.085,0.0,0.16683,0.16683,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0054.bmp,1,9,3,0,13,1.675,0.0,0.22401,0.22401,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0055.bmp,1,9,3,0,13,1.701,0.0,0.22092,0.22092,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0057.bmp,1,9,3,0,13,1.521,0.0,0.2056,0.2056,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0058.bmp,0,9,3,0,13,1.568,0.0,0.16921,0.16921,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0058.bmp,1,9,3,0,13,1.473,0.0,0.22251,0.22251,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0061.bmp,0,9,3,0,13,1.906,0.0,0.16652,0.16652,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,40,13
01_13_09_03_0062.bmp,1,9,3,0,13,1.112,0.0,0.25743,0.25743,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0063.bmp,1,9,3,0,13,0.78,0.0,0.0714,0.0714,clahe,clahe,clahe,11,11,11,11,11,11,11,12,19
01_13_09_03_0064.bmp,1,9,3,0,13,0.691,0.0,0.0715,0.0715,clahe,clahe,clahe,18,11,18,11,18,11,11,12,12
01_13_09_03_0067.bmp,1,9,3,0,13,0.764,0.0,0.0569,0.0569,clahe,clahe,clahe,12,18,12,18,12,18,18,12,12
01_13_09_03_0068.bmp,1,9,3,0,13,0.758,0.0,0.05549,0.05549,clahe,clahe,clahe,11,18,11,18,11,18,18,12,12
01_13_09_03_0069.bmp,1,9,3,0,13,0.949,0.0,0.11856,0.11856,passthrough,passthrough,stretch,12,12,12,12,12,12,11,12,12
01_13_09_03_0072.bmp,1,9,3,0,13,0.561,0.0,0.05867,0.05867,clahe,clahe,clahe,18,18,18,18,18,18,18,12,19
01_13_09_03_0073.bmp,1,9,3,0,13,1.276,0.0,0.07103,0.07103,clahe,clahe,clahe,12,12,12,12,12,12,12,12,12
01_13_09_03_0074.bmp,1,9,3,0,13,0.869,0.0,0.09545,0.09545,clahe,clahe,clahe,18,18,18,18,18,18,18,12,12
01_13_09_03_0075.bmp,0,9,3,0,13,1.826,0.0,0.16782,0.16782,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0076.bmp,1,9,3,0,13,0.845,0.0,0.09932,0.09932,clahe,clahe,clahe,12,18,12,18,12,18,18,12,12
01_13_09_03_0077.bmp,1,9,3,0,13,0.562,0.0,0.10262,0.10262,clahe,clahe,clahe,18,32,18,32,18,32,32,12,12
01_13_09_03_0078.bmp,1,9,3,0,13,0.963,0.0,0.07698,0.07698,clahe,clahe,clahe,11,32,11,32,11,32,32,12,12
01_13_09_03_0081.bmp,0,9,3,0,13,1.323,0.0,0.13786,0.13786,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0083.bmp,0,9,3,0,13,1.382,0.0,0.15516,0.15516,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0084.bmp,0,9,3,0,13,1.203,0.0,0.15671,0.15671,passthrough,passthrough,stretch,13,13,13,13,13,13,13,13,13
01_13_09_03_0085.bmp,0,9,3,0,13,1.29,0.0,0.14695,0.14695,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0088.bmp,0,9,3,0,13,1.265,0.0,0.14658,0.14658,passthrough,passthrough,stretch,13,13,13,13,13,13,13,13,13
01_13_09_03_0093.bmp,0,9,3,0,13,1.012,0.0,0.16488,0.16488,stretch,stretch,stretch,13,13,13,13,13,13,13,13,13
01_13_09_03_0093.bmp,1,9,3,0,13,0.993,0.0,0.09968,0.09968,clahe,clahe,clahe,11,11,11,11,11,11,11,12,12
01_13_09_03_0095.bmp,1,9,3,0,13,0.85,0.0,0.08146,0.08146,clahe,clahe,clahe,18,32,18,32,18,32,32,12,12
01_13_09_03_0097.bmp,0,9,3,0,13,0.966,0.0,0.1608,0.1608,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0097.bmp,1,9,3,0,13,1.335,0.0,0.09559,0.09559,clahe,clahe,clahe,18,11,18,11,18,11,11,11,12
01_13_09_03_0098.bmp,1,9,3,0,13,1.051,0.0,0.10194,0.10194,clahe,clahe,clahe,11,12,11,12,11,12,12,12,12
01_13_09_03_0099.bmp,0,9,3,0,13,0.979,0.0,0.16127,0.16127,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,18,13
01_13_09_03_0100.bmp,1,9,3,0,13,1.021,0.0,0.08943,0.08943,clahe,clahe,clahe,11,13,11,13,11,13,13,12,12
01_13_09_03_0101.bmp,1,9,3,0,13,0.95,0.0,0.07835,0.07835,clahe,clahe,clahe,11,11,11,11,11,11,11,12,12
01_13_09_03_0102.bmp,1,9,3,0,13,1.356,0.0,0.11033,0.11033,passthrough,passthrough,clahe,12,12,12,12,11,11,11,12,12
01_13_09_03_0105.bmp,0,9,3,0,13,0.865,0.0,0.1735,0.1735,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0106.bmp,0,9,3,0,13,0.801,0.0,0.18077,0.18077,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_09_03_0108.bmp,1,9,3,0,13,1.383,0.0,0.14843,0.14843,passthrough,passthrough,stretch,12,12,12,12,12,12,18,12,12
01_13_09_03_0109.bmp,1,9,3,0,13,1.265,0.0,0.11977,0.11977,passthrough,passthrough,clahe,12,12,12,12,18,18,18,11,12
01_13_09_03_0110.bmp,0,9,3,0,13,0.722,0.0,0.19049,0.19049,passthrough,passthrough,stretch,13,13,13,13,13,13,13,13,13
01_13_09_03_0111.bmp,0,9,3,0,13,0.738,0.0,0.19456,0.19456,passthrough,passthrough,stretch,13,13,13,13,40,40,13,40,13
01_13_09_03_0111.bmp,1,9,3,0,13,1.275,0.0,0.10688,0.10688,passthrough,passthrough,clahe,11,11,11,11,18,18,18,11,11
01_13_09_03_0114.bmp,0,9,3,0,13,1.677,0.0,0.09338,0.09338,clahe,clahe,clahe,11,11,11,11,11,11,11,12,12
01_13_09_03_0116.bmp,1,9,3,0,13,1.147,0.0,0.13634,0.13634,passthrough,passthrough,passthrough,12,12,12,12,12,12,13,10,12
01_13_09_03_0117.bmp,1,9,3,0,13,1.271,0.0,0.1337,0.1337,passthrough,passthrough,passthrough,12,12,12,12,12,12,18,12,12
01_13_09_03_0120.bmp,0,9,3,0,13,1.291,0.0,0.12267,0.12267,passthrough,passthrough,passthrough,12,12,12,12,12,12,1,12,12
01_13_09_03_0122.bmp,0,9,3,0,13,1.249,0.0,0.13338,0.13338,passthrough,passthrough,passthrough,32,32,32,32,32,32,11,32,32
01_13_09_03_0124.bmp,1,9,3,0,13,1.013,0.0,0.15826,0.15826,passthrough,passthrough,passthrough,12,12,12,12,12,12,18,11,12
