crop_id,img_id,split,true,left,top,right,bottom,cw,ch,b,c,e,pred_passthrough,prob_passthrough,pred_gamma,prob_gamma,pred_clahe,prob_clahe,pred_stretch,prob_stretch
00126_204,126,calib,2,379,365,411,396,42,41,0.347813,0.318098,0.283391,2,0.92531,2,0.930632,2,0.872299,2,0.854885
00127_205,127,calib,5,138,385,175,423,47,48,0.278901,0.326509,0.169326,5,0.866731,5,0.865146,5,0.800715,5,0.854845
00127_206,127,calib,5,1009,380,1046,417,47,47,0.371532,0.420732,0.239022,5,0.584263,5,0.430759,5,0.483355,5,0.559493
00128_207,128,calib,12,1147,397,1180,431,43,44,0.306187,0.407496,0.153805,12,0.932286,12,0.99198,12,0.811212,12,0.711194
00129_208,129,calib,9,962,379,1008,426,56,57,0.206548,0.228095,0.199561,9,0.873399,9,0.943103,9,0.248004,9,0.772225
00129_209,129,calib,26,866,399,905,439,49,50,0.200035,0.2074,0.170204,26,0.787074,26,0.605977,26,0.185721,26,0.739909
00130_210,130,calib,1,209,426,236,453,37,37,0.351578,0.221924,0.197224,1,0.916683,1,0.960063,1,0.751982,1,0.872907
00130_211,130,calib,1,601,431,626,456,35,35,0.422745,0.536777,0.320816,1,0.847686,1,0.784577,1,0.418168,1,0.720198
00130_212,130,calib,18,318,439,345,467,37,38,0.389549,0.22906,0.199858,18,0.864426,18,0.870773,18,0.409796,18,0.57248
00131_213,131,calib,9,1010,430,1034,455,34,35,0.281651,0.252692,0.233613,9,0.952617,9,0.931122,9,0.471898,9,0.893257
00131_214,131,calib,1,474,389,500,415,36,36,0.496281,0.417549,0.303241,1,0.505918,1,0.707419,0,0.339435,1,0.457558
00132_215,132,calib,18,314,306,393,377,95,85,0.47491,0.526481,0.167678,18,0.836967,18,0.950049,18,0.699571,18,0.600293
00133_216,133,calib,12,839,408,861,432,32,34,0.753103,0.574664,0.215074,12,0.953507,12,0.988036,12,0.89366,12,0.906135
00133_217,133,calib,36,841,432,858,450,27,28,0.530314,0.574579,0.296296,36,0.962332,36,0.774405,36,0.632028,36,0.950152
00133_218,133,calib,35,505,415,522,432,27,27,0.40269,0.438709,0.315501,35,0.762247,35,0.883886,35,0.519654,35,0.789179
00134_219,134,calib,1,1008,299,1073,365,77,80,0.330412,0.273213,0.129708,1,0.649728,1,0.838407,1,0.44124,1,0.580962
00135_220,135,calib,1,718,298,777,356,71,70,0.56374,0.450437,0.14507,1,0.843985,1,0.922083,1,0.470262,1,0.813376
00136_221,136,calib,11,816,401,857,437,51,46,0.388849,0.427013,0.21526,11,0.935958,11,0.978665,11,0.786839,11,0.955687
00137_222,137,calib,11,824,324,892,384,82,72,0.386166,0.280537,0.20664,11,0.892514,11,0.908451,11,0.440772,11,0.796098
00138_223,138,calib,15,157,179,235,268,94,107,0.81395,0.571874,0.074269,15,0.631482,15,0.629562,15,0.645892,15,0.646123
00138_224,138,calib,15,1302,399,1336,432,44,43,0.287752,0.251038,0.252643,9,0.105321,34,0.10173,9,0.170638,9,0.188741
00140_225,140,calib,14,247,472,275,501,38,39,0.236784,0.195793,0.28475,14,0.876156,14,0.805592,14,0.333821,14,0.589993
00141_226,141,calib,2,857,379,894,416,47,47,0.602571,0.512955,0.349027,2,0.957754,2,0.977926,2,0.955412,2,0.91444
00142_227,142,calib,2,816,454,835,473,29,29,0.280544,0.312089,0.309156,2,0.950115,2,0.903827,2,0.911432,2,0.86699
00143_228,143,calib,12,241,187,310,256,83,83,0.736534,0.62905,0.073015,12,0.922243,12,0.960054,12,0.945885,12,0.85278
00144_229,144,calib,4,708,445,727,464,29,29,0.332266,0.425854,0.204518,4,0.97635,4,0.971859,0,0.26308,4,0.964
00146_230,146,calib,41,1205,122,1327,246,146,148,0.772405,0.529703,0.133608,23,0.132461,23,0.205066,23,0.118774,16,0.149641
00146_231,146,calib,28,707,404,732,426,35,32,0.924657,0.310877,0.163393,28,0.754635,28,0.448689,28,0.810828,28,0.499372
00146_232,146,calib,2,711,427,729,445,28,28,0.906222,0.328809,0.223214,13,0.223375,1,0.361038,2,0.446312,13,0.314042
00147_233,147,calib,20,750,419,784,452,44,43,0.561048,0.515544,0.304968,23,0.255216,20,0.095905,20,0.260474,23,0.18071
00148_234,148,calib,30,872,353,943,416,85,75,0.815595,0.5375,0.111843,11,0.155371,30,0.204959,23,0.138564,11,0.155835
00149_235,149,calib,4,1131,274,1221,361,108,105,0.497331,0.679309,0.138095,4,0.934828,4,0.905381,4,0.828639,4,0.852921
00149_236,149,calib,12,1110,158,1231,273,145,139,0.336704,0.566083,0.10196,12,0.933717,12,0.987636,12,0.919047,12,0.851459
00149_237,149,calib,12,703,461,725,483,32,32,0.42153,0.591656,0.181641,12,0.729753,12,0.725919,12,0.537811,12,0.414105
00150_238,150,calib,2,824,345,865,386,51,51,0.459202,0.490934,0.27797,2,0.917479,2,0.938592,2,0.852098,2,0.86239
00151_239,151,calib,1,794,372,824,401,40,39,0.685576,0.491363,0.314744,1,0.825068,1,0.712854,1,0.815806,1,0.551011
00152_240,152,calib,12,605,424,627,447,32,33,0.602885,0.545586,0.235795,12,0.944381,12,0.967485,12,0.664542,12,0.868677
00153_241,153,calib,35,307,409,338,440,41,41,0.45375,0.498303,0.217728,35,0.925977,35,0.966869,35,0.950194,35,0.953683
00154_242,154,calib,35,692,410,717,436,35,36,0.757868,0.379355,0.260317,35,0.954697,35,0.951667,35,0.880578,35,0.956224
00155_243,155,calib,38,425,386,468,431,53,55,0.506889,0.410719,0.262436,38,0.796548,38,0.84049,38,0.813685,38,0.676509
00156_244,156,calib,9,819,388,848,417,39,39,0.623277,0.593609,0.281394,9,0.851128,9,0.885989,9,0.839059,9,0.774275
00157_245,157,calib,9,262,423,297,460,45,47,0.591411,0.725504,0.182506,9,0.913709,9,0.947064,9,0.857296,9,0.821845
00157_246,157,calib,9,885,392,926,432,51,50,0.702022,0.547922,0.217255,9,0.811753,9,0.885966,9,0.787102,9,0.760617
00157_247,157,calib,38,650,505,671,526,31,31,0.655971,0.527715,0.274714,38,0.421515,18,0.194801,18,0.200004,40,0.300449
00158_248,158,calib,41,907,414,933,440,36,36,0.42454,0.750815,0.148148,41,0.204054,32,0.259328,41,0.321562,16,0.165953
00159_249,159,calib,39,974,443,1031,506,69,75,0.525943,0.544767,0.177585,39,0.929939,39,0.866257,39,0.697761,39,0.861819
00159_250,159,calib,39,713,476,740,503,37,37,0.432705,0.502506,0.195763,39,0.749291,33,0.367232,39,0.319464,39,0.290867
00159_251,159,calib,38,86,473,117,504,41,41,0.235163,0.266009,0.229625,38,0.962162,38,0.944173,38,0.748362,38,0.831282
00159_252,159,calib,38,890,466,917,505,37,49,0.368798,0.466339,0.174297,38,0.888519,38,0.857166,38,0.755852,38,0.874577
00160_253,160,calib,25,610,388,653,428,53,50,0.783563,0.47073,0.246038,25,0.540824,25,0.600371,25,0.590989,25,0.196572
00161_254,161,calib,34,717,445,735,462,28,27,0.524354,0.369127,0.320106,34,0.523668,38,0.170336,34,0.300465,34,0.547087
00162_255,162,calib,17,244,430,262,448,28,28,0.403746,0.444688,0.22449,17,0.816846,17,0.757547,17,0.81281,17,0.749652
00162_256,162,calib,17,713,433,732,452,29,29,0.497923,0.49415,0.265161,17,0.929468,17,0.949884,17,0.47554,17,0.908698
00162_257,162,calib,17,544,444,562,462,28,28,0.359534,0.474146,0.174745,17,0.869648,17,0.572049,17,0.321424,17,0.845386
00163_258,163,calib,38,753,473,825,545,86,86,0.665757,0.513558,0.126149,38,0.715164,38,0.441026,40,0.407181,38,0.373329
00164_259,164,calib,26,874,375,918,416,54,51,0.380795,0.446828,0.318809,26,0.903129,26,0.955056,26,0.670691,26,0.845141
00165_260,165,calib,1,382,412,399,431,27,29,0.548043,0.425859,0.247765,1,0.325513,1,0.447252,1,0.315417,1,0.23555
00165_261,165,calib,11,689,292,745,340,68,58,0.31766,0.431431,0.205122,11,0.563109,11,0.596713,11,0.386948,11,0.602825
00166_262,166,calib,1,814,382,848,416,44,44,0.305252,0.294147,0.257748,1,0.840251,1,0.955395,1,0.451874,1,0.281835
00167_263,167,calib,2,369,446,392,469,33,33,0.193831,0.247731,0.166208,2,0.909313,2,0.819143,2,0.887349,2,0.692673
00167_264,167,calib,2,729,433,750,455,31,32,0.641987,0.505908,0.253024,2,0.804375,2,0.762136,2,0.544641,2,0.752894
00168_265,168,calib,18,693,419,719,442,36,33,0.364277,0.400009,0.291246,18,0.916469,18,0.981389,18,0.810895,18,0.767419
00169_266,169,calib,2,1089,153,1212,276,147,147,0.392738,0.485482,0.151835,2,0.924156,2,0.931336,2,0.834123,2,0.852709
00170_267,170,calib,4,912,322,944,358,42,46,0.27125,0.406176,0.245859,4,0.853843,4,0.830326,4,0.5099,4,0.709296
00171_268,171,calib,4,882,335,932,385,60,60,0.142173,0.178664,0.185556,4,0.859888,4,0.932313,4,0.67165,4,0.678211
00171_269,171,calib,9,883,385,932,433,59,58,0.164308,0.196967,0.175336,9,0.690747,9,0.86411,29,0.227507,9,0.318842
00172_270,172,calib,25,712,471,740,495,38,34,0.3074,0.368177,0.26935,25,0.951676,25,0.987713,25,0.629134,25,0.850241
00172_271,172,calib,1,718,418,737,437,29,29,0.362165,0.378309,0.30321,1,0.40663,1,0.413547,20,0.135283,1,0.119916
00173_272,173,calib,1,1111,279,1161,329,60,60,0.384286,0.434076,0.281111,1,0.870619,1,0.967413,1,0.74573,1,0.784979
00174_273,174,calib,28,718,413,753,444,45,41,0.138609,0.207731,0.177236,28,0.486637,28,0.535436,19,0.238568,19,0.342172
00174_274,174,calib,2,723,443,747,467,34,34,0.101927,0.086526,0.161765,2,0.563317,2,0.677309,2,0.554411,19,0.209217
00174_275,174,calib,12,801,302,860,364,71,74,0.617003,0.73191,0.136467,12,0.84916,12,0.950704,12,0.859053,12,0.544802
00175_276,175,calib,9,893,341,944,396,61,67,0.380179,0.361117,0.222657,9,0.783714,9,0.831641,9,0.4375,9,0.801933
00176_277,176,calib,2,850,414,875,440,35,36,0.274824,0.237244,0.257937,2,0.979461,2,0.977207,2,0.952435,2,0.941698
00177_278,177,calib,14,271,416,313,458,52,52,0.205688,0.236704,0.197855,14,0.800741,14,0.879597,14,0.616728,14,0.616482
00177_279,177,calib,14,746,423,785,462,49,49,0.243603,0.283813,0.254061,14,0.794417,14,0.904258,14,0.656641,14,0.538922
00177_280,177,calib,38,502,451,519,468,27,27,0.293795,0.211372,0.200274,38,0.950919,38,0.832936,40,0.443068,38,0.942895
00177_281,177,calib,13,1271,402,1308,437,47,45,0.218493,0.302764,0.11253,13,0.958261,13,0.976907,13,0.778005,13,0.804845
00178_282,178,calib,2,728,456,748,476,30,30,0.209403,0.322356,0.19,2,0.844159,2,0.851252,2,0.837451,2,0.515348
00179_283,179,calib,12,686,421,707,440,31,29,0.542681,0.398388,0.283648,12,0.984645,12,0.997899,12,0.695659,12,0.64463
00180_284,180,calib,2,968,384,1004,421,46,47,0.368551,0.387824,0.268733,2,0.975021,2,0.917861,2,0.961661,2,0.97864
00181_285,181,calib,4,793,299,853,359,72,72,0.38707,0.542613,0.20679,4,0.722303,4,0.71566,4,0.631578,4,0.71743
00182_286,182,calib,2,656,412,685,441,39,39,0.257447,0.352443,0.193951,2,0.7697,2,0.749173,2,0.519336,2,0.666153
00182_287,182,calib,41,658,385,686,414,38,39,0.283454,0.331452,0.197706,41,0.889783,41,0.967399,41,0.272768,41,0.689543
00183_288,183,calib,19,766,369,806,406,50,47,0.159544,0.29396,0.133191,19,0.864836,19,0.887968,19,0.694762,19,0.900954
00184_289,184,calib,1,790,273,850,334,72,73,0.311965,0.29222,0.172374,1,0.629229,1,0.835804,1,0.347784,1,0.376819
00185_290,185,calib,2,967,150,1076,257,131,129,0.552955,0.591779,0.206166,2,0.789182,2,0.922207,2,0.642525,2,0.730403
00186_291,186,calib,4,603,455,621,474,28,29,0.262818,0.270807,0.304187,4,0.790152,4,0.65516,2,0.267438,4,0.782199
00186_292,186,calib,4,325,428,345,448,30,30,0.199551,0.259543,0.146667,4,0.695721,4,0.492745,2,0.191955,4,0.389437
00186_293,186,calib,12,602,433,625,456,33,33,0.292854,0.365779,0.179063,12,0.948541,12,0.996832,12,0.868152,12,0.789275
00187_294,187,calib,2,675,405,709,439,44,44,0.359915,0.469512,0.271178,2,0.944466,2,0.91232,2,0.877629,2,0.915014
00187_295,187,calib,2,161,393,194,428,43,45,0.321719,0.316444,0.294574,2,0.906024,2,0.893123,2,0.717856,2,0.858705
00188_296,188,calib,11,705,379,752,422,57,53,0.392067,0.331931,0.259848,11,0.795281,11,0.935777,11,0.608843,11,0.734489
00189_297,189,calib,18,853,339,917,394,76,67,0.305845,0.327643,0.177141,18,0.295318,18,0.613448,21,0.155188,18,0.188083
00190_298,190,calib,35,670,400,689,421,29,31,0.482698,0.603797,0.258065,35,0.723789,35,0.862348,35,0.447274,35,0.76455
00191_299,191,calib,11,693,406,728,439,45,43,0.330401,0.197179,0.305426,11,0.948889,11,0.923365,11,0.857879,11,0.936159
00192_300,192,calib,17,492,414,516,437,34,33,0.281276,0.202821,0.300357,17,0.943079,17,0.820958,17,0.383118,17,0.860003
00192_301,192,calib,1,314,440,334,461,30,31,0.178309,0.154949,0.146237,1,0.8918,1,0.845154,1,0.270664,1,0.513732
00192_302,192,calib,12,662,262,738,339,92,93,0.350109,0.547318,0.15533,12,0.902577,12,0.975617,12,0.878998,12,0.729292
00193_303,193,calib,14,727,224,834,331,129,129,0.285497,0.477358,0.147828,14,0.399293,14,0.655456,14,0.273093,14,0.226011
00194_304,194,calib,28,718,306,787,369,83,75,0.252756,0.376996,0.182651,28,0.772739,28,0.880545,28,0.182671,28,0.593442
00195_305,195,calib,11,1040,155,1161,268,145,135,0.347257,0.288511,0.099055,11,0.908296,11,0.950294,11,0.831841,11,0.709499
00195_306,195,calib,18,784,398,820,430,46,42,0.413594,0.457093,0.253623,18,0.943766,18,0.963647,18,0.686905,18,0.896869
00196_307,196,calib,13,726,316,787,370,73,64,0.390193,0.47069,0.233091,13,0.958449,13,0.981892,13,0.852621,13,0.925475
00196_308,196,calib,33,734,370,778,416,54,56,0.241204,0.224134,0.198082,33,0.918604,33,0.949159,33,0.569239,33,0.521004
00196_309,196,calib,38,534,471,558,496,34,35,0.26058,0.255796,0.228571,38,0.377232,38,0.232176,40,0.265432,38,0.53088
00197_310,197,calib,11,867,278,956,361,107,99,0.63772,0.65871,0.1113,11,0.937189,11,0.89553,11,0.781396,11,0.875615
00198_311,198,calib,36,681,438,699,456,28,28,0.421889,0.313805,0.309949,37,0.445418,35,0.220609,37,0.465528,37,0.579933
00198_312,198,calib,14,678,412,702,435,34,33,0.428503,0.381484,0.284314,14,0.934719,14,0.95141,14,0.906135,14,0.709187
00199_313,199,calib,11,826,322,882,374,68,62,0.611723,0.595768,0.175285,11,0.952893,11,0.973555,11,0.916355,11,0.92038
00200_314,200,calib,14,840,287,915,364,91,93,0.465103,0.606736,0.149711,14,0.863527,14,0.905953,14,0.567337,14,0.683299
00200_315,200,calib,34,849,364,901,416,62,62,0.424795,0.497459,0.180021,34,0.625956,34,0.636238,40,0.711221,34,0.407208
00200_316,200,calib,17,648,410,670,433,32,33,0.46807,0.553981,0.241477,17,0.922318,17,0.972066,17,0.888989,17,0.769507
00200_317,200,calib,17,257,403,281,428,34,35,0.284406,0.383928,0.247059,17,0.959566,17,0.939521,17,0.61259,17,0.936454
00201_318,201,calib,13,762,352,812,397,60,55,0.528295,0.63699,0.164242,13,0.787773,13,0.920305,13,0.578971,13,0.755906
00202_319,202,calib,14,657,319,702,365,55,56,0.478978,0.651583,0.201623,14,0.928898,14,0.966203,14,0.878343,14,0.70842
00202_320,202,calib,14,56,315,104,363,58,58,0.308747,0.577371,0.147741,14,0.787551,14,0.865911,14,0.507288,2,0.092224
00203_321,203,calib,0,758,375,784,400,36,35,0.492543,0.409135,0.27619,0,0.947771,0,0.947417,0,0.788686,0,0.814197
00204_322,204,calib,1,858,151,946,242,106,109,0.364751,0.272075,0.076164,1,0.462274,1,0.479791,0,0.428868,1,0.353885
00204_323,204,calib,34,730,260,783,316,63,68,0.350893,0.515522,0.154995,34,0.897513,34,0.781908,34,0.344473,34,0.494863
00205_324,205,calib,25,1202,332,1326,449,148,141,0.395274,0.455191,0.126078,25,0.601884,25,0.834296,25,0.335097,25,0.446585
00206_325,206,calib,34,61,105,135,178,88,87,0.195688,0.298292,0.108673,34,0.808558,34,0.713663,34,0.264446,23,0.191594
00206_326,206,calib,33,1159,197,1224,261,77,76,0.318692,0.603905,0.159604,33,0.926449,33,0.932718,33,0.684136,33,0.144841
00206_327,206,calib,38,827,471,847,493,30,32,0.17799,0.268455,0.189583,38,0.901028,38,0.92517,38,0.564042,38,0.858953
00206_328,206,calib,13,55,8,164,103,131,113,0.419467,0.575769,0.18807,13,0.791184,13,0.848156,2,0.246953,13,0.51551
00206_329,206,calib,13,1144,118,1235,196,109,94,0.431325,0.636831,0.160258,13,0.916491,13,0.965864,13,0.616435,13,0.778395
00207_330,207,calib,25,870,313,942,378,86,77,0.370342,0.496366,0.18801,25,0.701556,25,0.887535,25,0.582332,25,0.550301
00208_331,208,calib,18,638,239,732,319,112,96,0.532602,0.611316,0.099423,18,0.86593,18,0.937541,18,0.699051,18,0.815834
00209_332,209,calib,33,1110,287,1170,348,72,73,0.260424,0.481569,0.082192,33,0.925183,33,0.902708,33,0.706049,33,0.72126
00209_333,209,calib,13,1097,210,1184,287,105,93,0.337436,0.578833,0.137839,13,0.87498,13,0.953683,13,0.663498,13,0.729377
00210_334,210,calib,35,1017,418,1038,443,31,35,0.257277,0.314091,0.221198,35,0.878049,35,0.886762,35,0.399841,35,0.868578
00210_335,210,calib,12,1011,385,1043,418,42,43,0.418457,0.403191,0.249723,12,0.970636,12,0.989486,12,0.901664,12,0.930257
00211_336,211,calib,11,667,410,705,445,48,45,0.26059,0.278456,0.222685,11,0.920507,11,0.962008,11,0.789113,11,0.823195
00212_337,212,calib,34,293,427,315,450,32,33,0.321275,0.30923,0.205492,34,0.90336,34,0.803803,34,0.420989,34,0.659836
00212_338,212,calib,12,721,381,749,408,38,37,0.434876,0.359162,0.307966,12,0.977131,12,0.994765,12,0.701711,12,0.82728
00212_339,212,calib,33,756,402,782,430,36,38,0.284944,0.249277,0.240497,33,0.863075,33,0.646595,33,0.471659,33,0.895069
00214_340,214,calib,14,1185,130,1295,236,132,128,0.701229,0.607032,0.102746,14,0.774572,14,0.808644,14,0.748425,14,0.683701
00214_341,214,calib,33,1214,241,1288,312,88,85,0.542156,0.503285,0.19746,33,0.88902,33,0.96414,33,0.730335,33,0.833418
00215_342,215,calib,39,784,480,804,500,30,30,0.398662,0.52032,0.284444,39,0.956509,39,0.885019,39,0.817205,39,0.868238
00216_343,216,calib,5,312,442,337,467,35,35,0.287216,0.269512,0.19102,5,0.919222,5,0.830839,5,0.468712,5,0.906088
00216_344,216,calib,5,886,446,911,472,35,36,0.273368,0.307926,0.192063,5,0.768627,5,0.713707,5,0.755503,5,0.700703
00217_345,217,calib,1,971,267,1031,328,72,73,0.79104,0.442963,0.134703,1,0.895889,1,0.940163,1,0.80386,1,0.879692
00218_346,218,calib,33,808,437,827,456,29,29,0.345975,0.156694,0.243757,33,0.960912,33,0.815601,40,0.19768,33,0.839694
00219_347,219,calib,13,1080,270,1155,340,91,84,0.503384,0.641769,0.128598,13,0.876678,13,0.973411,13,0.725,13,0.712805
00219_348,219,calib,33,1089,345,1144,401,67,68,0.28056,0.291911,0.169666,33,0.698217,33,0.917546,33,0.5379,33,0.371635
00220_349,220,calib,1,1127,285,1168,326,51,51,0.621705,0.427645,0.215302,1,0.956615,1,0.981436,1,0.920936,1,0.938903
00221_350,221,calib,26,988,420,1042,470,64,60,0.342102,0.389804,0.177344,26,0.805563,26,0.800751,26,0.350611,26,0.608403
00222_351,222,calib,1,985,354,1022,390,47,46,0.563768,0.495213,0.253006,1,0.844554,1,0.946969,1,0.334842,1,0.760013
00223_352,223,calib,1,816,334,858,374,52,50,0.513934,0.555006,0.279615,1,0.944029,1,0.96013,1,0.91036,1,0.930538
00224_353,224,calib,28,932,188,1024,278,110,108,0.556488,0.422648,0.280556,23,0.265149,28,0.315407,23,0.234578,23,0.331102
00224_354,224,calib,1,923,276,977,341,64,77,0.439034,0.454074,0.244521,1,0.77669,1,0.843024,1,0.644697,1,0.83443
00224_355,224,calib,9,977,263,1042,333,77,84,0.524185,0.550209,0.219388,9,0.739982,9,0.913811,9,0.612667,9,0.723578
00225_356,225,calib,1,856,268,924,334,82,80,0.612482,0.528729,0.195732,1,0.840476,1,0.936295,1,0.707686,1,0.809731
00226_357,226,calib,1,1152,224,1220,290,82,80,0.635467,0.526904,0.278963,1,0.842036,1,0.94666,1,0.804232,1,0.79763
00227_358,227,calib,18,1228,259,1306,329,94,84,0.772684,0.59634,0.090552,18,0.786392,18,0.961709,18,0.570394,18,0.4477
00228_359,228,calib,1,937,295,998,356,73,73,0.530733,0.554735,0.244511,1,0.972605,1,0.975268,1,0.953254,1,0.970363
00229_360,229,calib,28,1282,339,1332,383,60,54,0.78654,0.535382,0.148148,28,0.939983,28,0.960619,28,0.345432,28,0.834336
00229_361,229,calib,1,1273,384,1305,417,42,43,0.511495,0.580988,0.253045,1,0.973089,1,0.981404,1,0.892457,1,0.938414
00229_362,229,calib,9,1305,382,1341,414,46,42,0.556836,0.517732,0.238095,9,0.963526,9,0.929371,9,0.543912,9,0.970398
00230_363,230,calib,1,974,398,1002,426,38,38,0.473364,0.291438,0.319252,1,0.946549,1,0.965164,1,0.497238,1,0.910676
00230_364,230,calib,28,968,426,1007,463,49,47,0.416095,0.312237,0.277898,28,0.972161,28,0.96728,28,0.726415,28,0.96559
00231_365,231,calib,1,1146,362,1183,399,47,47,0.462458,0.316939,0.253508,1,0.937088,1,0.982842,1,0.812125,1,0.897925
00232_366,232,calib,38,589,495,617,524,38,39,0.320314,0.367117,0.191633,38,0.950765,38,0.959978,38,0.67383,38,0.913218
00232_367,232,calib,13,868,379,910,419,52,50,0.456496,0.502703,0.23,13,0.966166,13,0.982824,13,0.778158,13,0.936423
00232_368,232,calib,13,297,420,340,459,53,49,0.422613,0.474659,0.174817,13,0.965553,13,0.989197,13,0.6309,13,0.922324
00233_369,233,calib,38,325,485,358,517,43,42,0.214195,0.192198,0.147841,38,0.966139,38,0.945217,38,0.580941,38,0.904617
00234_370,234,calib,1,1051,275,1115,338,76,75,0.533074,0.416108,0.130351,1,0.751157,1,0.923487,1,0.616166,1,0.690999
00236_371,236,calib,14,1081,274,1199,402,142,154,0.46863,0.528382,0.129962,14,0.62623,14,0.676984,14,0.527805,14,0.6907
00237_372,237,calib,14,822,361,854,393,42,42,0.59629,0.614868,0.185941,14,0.853057,14,0.46244,14,0.531208,14,0.845489
00237_373,237,calib,14,290,389,323,422,43,43,0.35419,0.275951,0.29205,14,0.938122,14,0.686782,14,0.560585,14,0.874713
00238_374,238,calib,18,842,400,881,435,49,45,0.244003,0.321399,0.186395,18,0.954539,18,0.986544,18,0.812604,18,0.90418
00238_375,238,calib,1,849,443,877,471,38,38,0.295973,0.37208,0.222299,1,0.896514,1,0.970518,1,0.787171,1,0.781085
00239_376,239,calib,18,788,411,814,436,36,35,0.346969,0.353881,0.27619,18,0.918731,18,0.933734,18,0.712463,18,0.893293
00239_377,239,calib,1,792,439,812,458,30,29,0.348334,0.398188,0.288506,1,0.517937,1,0.808715,1,0.082407,1,0.199356
00239_378,239,calib,12,827,412,855,441,38,39,0.235818,0.161588,0.192982,12,0.985453,12,0.997348,12,0.681362,12,0.897622
00240_379,240,calib,1,847,364,879,396,42,42,0.626228,0.397499,0.228458,1,0.93037,1,0.971751,1,0.76922,1,0.860392
00241_380,241,calib,2,838,400,880,442,52,52,0.554731,0.698811,0.164941,2,0.937416,2,0.938048,2,0.874473,2,0.858345
00242_381,242,calib,15,848,388,870,413,32,35,0.430308,0.432011,0.251786,15,0.865134,15,0.579748,2,0.224598,15,0.809229
00242_382,242,calib,13,1195,267,1302,366,129,119,0.576143,0.665249,0.053808,13,0.868214,13,0.906752,13,0.387923,13,0.46056
00243_383,243,calib,2,843,447,867,470,34,33,0.137346,0.171484,0.100713,2,0.848831,2,0.854322,2,0.6852,2,0.551718
00244_384,244,calib,10,491,390,530,429,49,49,0.210981,0.108479,0.142857,10,0.846034,10,0.778712,7,0.23945,10,0.858174
00244_385,244,calib,10,1238,349,1282,394,54,55,0.15528,0.129368,0.179461,10,0.950109,10,0.875365,2,0.253348,10,0.513976
00245_386,245,calib,10,477,442,499,464,32,32,0.561577,0.511882,0.210938,10,0.915646,10,0.841158,2,0.137559,10,0.914535
00245_387,245,calib,10,851,438,874,461,33,33,0.285227,0.353355,0.169881,10,0.861319,10,0.858689,10,0.621966,10,0.646498
00246_388,246,calib,10,311,381,354,425,53,54,0.137392,0.127578,0.121593,10,0.897935,10,0.784375,5,0.203971,10,0.43099
00246_389,246,calib,10,1091,354,1134,396,53,52,0.144361,0.162393,0.133164,10,0.938224,10,0.907576,10,0.312988,10,0.796973
00247_390,247,calib,5,471,453,492,474,31,31,0.279566,0.145652,0.111342,5,0.706356,5,0.490432,2,0.294736,5,0.724809
00247_391,247,calib,5,856,448,877,469,31,31,0.202652,0.268104,0.174818,5,0.763968,5,0.698423,2,0.455807,5,0.70962
00248_392,248,calib,5,204,452,229,479,35,37,0.254148,0.253852,0.155212,5,0.929714,5,0.812005,5,0.437946,5,0.857992
00248_393,248,calib,5,843,429,870,456,37,37,0.290213,0.399076,0.200877,5,0.805714,5,0.735416,5,0.271939,5,0.631513
00249_394,249,calib,2,1212,419,1244,452,42,43,0.223171,0.280706,0.235327,2,0.978607,2,0.971693,2,0.945793,2,0.93787
00250_395,250,calib,38,100,423,168,495,82,86,0.312065,0.324605,0.185763,38,0.930448,38,0.913502,38,0.73534,38,0.822935
00250_396,250,calib,2,907,446,932,471,35,35,0.221266,0.313712,0.16,2,0.915207,2,0.883405,2,0.778889,2,0.804057
00251_397,251,calib,38,116,425,208,520,110,115,0.434623,0.516147,0.113281,38,0.905864,38,0.959983,38,0.900066,38,0.898583
00252_398,252,calib,9,915,389,960,434,55,55,0.377601,0.441375,0.2,9,0.9146,9,0.951659,9,0.541614,9,0.862094
00252_399,252,calib,1,910,326,956,372,56,56,0.357293,0.370566,0.251913,1,0.909131,1,0.954334,1,0.565976,1,0.884397
00253_400,253,calib,9,1186,134,1301,244,139,132,0.453274,0.51094,0.162034,9,0.664644,9,0.712658,2,0.177122,9,0.656877
00254_401,254,calib,2,1172,270,1237,336,77,80,0.503027,0.440929,0.195942,2,0.920117,2,0.915757,2,0.911479,2,0.840337
00254_402,254,calib,23,1264,368,1295,398,41,40,0.379039,0.308116,0.19939,23,0.955643,23,0.798985,23,0.622604,23,0.94818
00255_403,255,calib,38,183,503,260,581,93,94,0.280881,0.280981,0.115763,38,0.940057,38,0.940095,38,0.397721,38,0.938928
00256_404,256,calib,18,1105,42,1232,153,153,133,0.742116,0.625321,0.072633,18,0.336892,18,0.546599,18,0.26477,12,0.227322
00257_405,257,calib,25,1237,334,1295,387,70,63,0.426866,0.603403,0.221542,25,0.835559,25,0.96416,25,0.75272,25,0.727487
00257_406,257,calib,25,1079,388,1119,423,50,45,0.32937,0.541591,0.222222,25,0.892189,25,0.957804,25,0.693547,25,0.863278
00258_407,258,calib,11,745,469,777,501,42,42,0.369263,0.409478,0.259637,11,0.964189,11,0.972197,11,0.831408,11,0.950655
00258_408,258,calib,11,346,490,381,522,45,42,0.512591,0.661086,0.187831,11,0.89262,11,0.958588,11,0.746185,11,0.75129
00259_409,259,calib,1,1202,329,1247,374,55,55,0.53505,0.481855,0.212893,1,0.947983,1,0.96166,1,0.892623,1,0.938107
